"","year","pub.site","site","ppq","hum_dist","hdist.cont","sqrt.hdist.cont","island.side","region.3","region.4","region.full","region.kb","DEM","area_2d","area_3d","rug","vrm","curv","pro.curv","plan.curv","year.site.ppq","Dead.Coral","Live.Coral","Soft.Coral","Dead_Branching","Dead_Columnar","Dead_Foliose","Dead_Massive","Dead_SoftCoral","Dead_Tabulate","Live_Branching","Live_Columnar","Live_Digitate","Live_Encrusting","Live_Encrusting_Columnar","Live_Foliose","Live_FreeLiving","Live_Massive","Live_Massive_Grooved","Live_Porites","Live_SubMassive","Live_Tabulate","Macroalgae","NonCoral_Branching","NonCoral_Encrusting","NonCoral_Massive","NonCoral_SubMassive","Rubble","Sand","SoftCoral_Nodular","SoftCoral_Plating","LB.count","LC.count","LD.count","LE.count","LEC.count","LF.count","LFL.count","LM.count","LMG.count","LP.count","LS.count","LT.count","NCE.count","NCM.count","NCS.count","SCN.count","SCP.count","NCB.count"
"11","2015","M1","8",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","Leeward","South Lagoon","S.Lagoon",1,16.00972,33.49165,2.09196,0.0909,46.04387,-212.06297,-166.01911,"2015.8.2",35.4756614333286,61.0470694378906,0.561937654020066,3.11946007915433,0,0.0624215553610304,32.2937797988132,0,0,7.31658202947504,0,0,9.85044497375003,0,8.70226061093052,0.72549287201926,15.5455780723831,7.03038225863723,6.37990268258414,5.49642593811122,0,1.29606860999613,0,0,0,0,1.61926286476464,0,0.561937654020066,0,45,0,0,246,0,57,21,188,31,41,48,0,0,0,0,7,0,0
"12","2015","M1","8",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","Leeward","South Lagoon","S.Lagoon",1,16.01384,28.51803,1.78084,0.06025,-2.54636,103.79142,101.24506,"2015.8.3",42.0098780948974,41.5685134850932,2.92834759464343,1.77078488742399,0,0,40.2390932074735,0,0,1.37873207303616,0,0.0136439499790938,5.91491145732122,0.612310502082373,3.23631995755826,0.268670293730202,7.24001687478738,1.35294906641663,20.365821461952,1.18513784822982,0,0.516365746279729,0,0,0.0174530161059805,0,8.40516649240709,4.55427557057313,1.78091950106979,1.14742809357364,20,0,1,131,1,17,7,90,6,49,19,0,0,2,0,9,4,0
"13","2015","M2","35",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","Leeward","South Lagoon","S.Lagoon",1,16.00591,26.39876,1.64931,0.05375,21.92695,131.0193,152.94625,"2015.35.1",44.5866493549938,44.8021791821846,4.14990477976178,3.7632652056799,0.583962914479416,0,40.2394212348345,0,0,4.3013340326956,0.464724479018101,0,14.9128177851706,0,0.622268363365501,0.281778954263119,7.77673063587107,2.76828538677417,11.5450174591777,2.1292220858488,0,1.51553544215874,0,0,0.00109925957996917,0,4.41935453850866,0.525277442812426,0.0232655791783247,4.12663920058346,28,1,0,290,0,2,5,141,8,67,19,0,0,1,0,1,6,0
"14","2015","M2","35",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","Leeward","South Lagoon","S.Lagoon",1,16.00473,31.04983,1.94004,0.06925,48.29471,104.35529,152.65,"2015.35.2",47.208229858995,42.4771844082668,2.52668588190129,4.16641048020091,0,0,43.0418193787941,0,0,1.99012519895066,0,0.105611308395518,11.9766797834137,0,4.06385466404332,0.524351210899697,8.32940930649199,3.56775894578145,9.10015566139597,2.81923832889443,0,1.48440686709696,0,0,0,0,6.17260044508962,0.130892538650415,0,2.52668588190129,33,0,2,300,0,41,15,94,8,51,34,0,0,0,0,0,1,0
"15","2015","M2","35",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","Leeward","South Lagoon","S.Lagoon",1,16.00504,35.81899,2.23798,0.08512,-7.87282,-60.11308,-67.9859,"2015.35.3",44.386739383164,32.7412313083698,1.92238743171897,2.80281071848766,0,0,41.5839286646764,0,0,2.95928585723591,0,0,12.0538013133643,0,2.68771082699775,0.168249344829456,4.65684529230388,1.69125070926318,7.70996876118862,0.814119203186694,0,1.08704967253341,0,0.136968058858788,0.0092944396015084,16.4911404252406,3.22518928051293,0,1.92238743171897,0,47,0,0,222,0,20,3,78,5,59,11,0,5,1,5,2,0,0
"16","2015","M3","34",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","Leeward","South Lagoon","S.Lagoon",1,16.00784,30.87631,1.92882,0.06978,-1.99482,95.1055,93.11068,"2015.34.1",38.1810929497361,46.2179433718686,0,1.74777126725333,0,0,36.4333216824828,0,0,4.24961806762678,0.198283108172056,0,14.8002784959345,0,0.991652930844861,0.30477125757032,8.89247264470872,2.76457504225386,13.0203034031416,0.995988421615857,0,0.133544360535414,0,0,0,0.266389045326806,12.7131769870401,2.487853285493,0,0,35,1,0,157,0,5,1,84,6,44,13,0,0,0,1,0,0,0
"17","2015","M3","34",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","Leeward","South Lagoon","S.Lagoon",1,16.0031,28.83118,1.8016,0.06928,31.03026,104.35264,135.3829,"2015.34.2",39.974596289229,43.8648339159468,3.79205767620708,0.653029430931764,0,0,39.3215668582972,0,0,7.49883030599845,0,0,7.46902333534067,0,0.792080729596673,0,8.46327416983901,1.84429615721237,14.1294412214473,2.45424261399698,1.2136453825154,0.0498740404026584,0,0,0,0,10.2877156733623,2.03092240485213,0,3.79205767620708,41,0,0,128,0,1,0,97,8,43,7,2,0,0,0,0,3,0
"18","2015","M3","34",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","Leeward","South Lagoon","S.Lagoon",1,16.00392,29.63807,1.85193,0.07234,13.06869,136.25805,149.32673,"2015.34.3",39.9584839325784,52.3444626573744,0.453083164020141,4.03852650072943,0,0,35.919957431849,0,0,5.41761813902035,0.44264979367854,0,6.48662626224258,0,2.57094488787657,0.507449145285182,12.5113665947097,1.42411756646572,20.3548620411683,2.62882822692743,0,0.853099832422579,0,0.972227680131358,0.10209708869608,0,4.86635508582759,0.450190558949386,0,0.453083164020141,36,2,0,214,0,29,8,135,3,89,27,0,4,5,0,0,1,0
"19","2015","VL1","15",1,"Very Low",0,0,"Windward","Windward","Bay of Wrecks","Bay of Wrecks","BOW",1,15.98005,33.30464,2.08414,0.08435,-44.0828,-85.80637,-129.88917,"2015.15.1",23.4038650634523,76.5204186876246,0,6.19237635297361,0,11.9841947638754,3.87829068881864,0,1.34900325778466,6.39516899855518,0,0,1.3800728996844,0.016886896823496,48.7008174594526,0,0.532043417560687,0.896185865779771,9.86561989556229,4.04119553483969,4.6924277193665,0,0,0,0,0,0.0757162489231012,0,0,0,34,0,0,18,1,91,0,3,4,10,19,22,0,0,0,0,0,0
"20","2015","VL1","15",2,"Very Low",0,0,"Windward","Windward","Bay of Wrecks","Bay of Wrecks","BOW",1,16.00737,44.13456,2.75714,0.10977,-9.93691,-401.93005,-411.86695,"2015.15.2",24.740662685795,71.8607921822527,0,3.60050709995516,0,3.18677888177603,16.5965827018366,0,1.35679400222726,4.34636318270979,0,0,1.25492938387705,0.167209846796538,31.2759911052055,0,0.459814589159049,0.181023268559085,1.69851382694168,1.64498993999467,30.8319570390094,0,0,0,0,0,3.39854513195221,0,0,0,31,0,0,32,2,59,0,7,1,3,15,32,0,0,0,0,0,0
"21","2015","VL1","15",3,"Very Low",0,0,"Windward","Windward","Bay of Wrecks","Bay of Wrecks","BOW",1,16.00391,44.80773,2.7998,0.11092,1.40888,-346.24354,-344.83466,"2015.15.3",39.318746656898,60.6105253174154,0,8.79987223969353,0,3.90417452177826,26.6146998954262,0,0,7.72531859008054,0,0,2.92086752297146,0.427029827170571,30.9040734906674,0.0345517651984499,0.235870467993975,0,4.44602492563092,4.62646261589602,9.29032611180614,0,0,0,0,0,0.0707280256865195,0,0,0,72,0,0,93,5,143,1,6,0,14,40,37,0,0,0,0,0,0
"22","2015","VL3","19",1,"Very Low",0,0,"Windward","Windward","Bay of Wrecks","Bay of Wrecks","BOW",1,16.00236,41.1023,2.56851,0.11073,2.93432,-458.81829,-455.88397,"2015.19.1",67.7529598086867,31.9582107018124,0,20.8891566846244,0,0.253856777214263,42.2953933870894,0,4.3145529597587,19.3745014498336,0,0,3.06115894457266,0,1.72608486953123,0.0171958020748185,0.118696023333304,0,2.06701414017303,4.35174388052517,1.24181559176866,0.00533619730083393,0,0.0797367842575431,0,0.123376130802068,0.0803803771404306,0,0,0,119,0,0,42,0,19,1,2,0,8,48,2,1,0,1,0,0,0
"23","2015","VL3","19",2,"Very Low",0,0,"Windward","Windward","Bay of Wrecks","Bay of Wrecks","BOW",1,16.00487,34.78813,2.1736,0.09081,-6.91428,-297.13655,-304.05083,"2015.19.2",35.8258923272488,63.4748055317955,0,7.47379748818722,0,2.03677160165735,26.0417970763737,0,0.273526161030593,9.97477766941017,0,0,0.960365194658119,0,45.166525855419,0,0.133477068257346,0.113517355017516,1.36883650927043,3.20025108632067,2.55705479344227,0.699302140955682,0,0,0,0,0,0,0,0,64,0,0,31,0,102,0,2,1,5,23,9,0,0,0,0,0,0
"24","2015","VL3","5",1,"Very Low",0,0,"Leeward","South Shore","Vaskess Bay","Vaskess Bay","Vaskes",1,16.00663,37.82685,2.3632,0.09005,28.43096,-284.45926,-256.0283,"2015.5.1",32.1196986948433,55.1842376157166,12.4152690132692,5.97292156777736,0,0.218817191471009,25.9279599355949,0,0,7.42650317421427,0.0480089678378023,0.0444668618177588,19.4985439882714,0,9.33844079616548,0.375038435286223,6.01278431647911,3.55684293027499,4.34105395833159,4.54255418703794,0,0.223671188609587,0,0,0.0571234875613356,0,0,0,12.4152690132692,0,38,1,1,188,0,41,10,61,8,16,50,0,0,3,0,20,0,0
"25","2015","VL3","5",2,"Very Low",0,0,"Leeward","South Shore","Vaskess Bay","Vaskess Bay","Vaskes",1,16.02239,35.68076,2.22693,0.08478,-10.46839,-417.36999,-427.83836,"2015.5.2",17.5182254431618,36.7357780380992,23.6450387039075,0.974029094553868,0,0.0450292175026665,16.4428416026282,0.0563255284770014,0,2.07882703101118,0,0.0996509377498373,4.47648463795323,0,2.95585139546887,0.921747770226794,5.15503718733091,0.307209730055614,16.5154750098765,4.22549433842624,0,2.76149243615244,0,0,0.0304875575191304,0,19.0119285299256,0.2970492912345,10.0962558034017,13.5487829005057,6,0,4,114,0,13,11,55,1,39,20,0,0,1,0,24,30,0
"26","2015","VL3","5",3,"Very Low",0,0,"Leeward","South Shore","Vaskess Bay","Vaskess Bay","Vaskes",1,16.01333,31.64109,1.97592,0.07094,10.22411,-134.63692,-124.41281,"2015.5.3",18.7082053955244,60.396928905694,16.9366526705373,1.91970553497375,0,0.588165843987455,16.2003340165632,0,0,5.18087173590402,0,0,4.97746365311277,0.459055811634088,14.03713066923,1.45745927764438,8.36768993812721,11.9511348590157,6.97976489474557,6.98635806628023,0,2.49186920221563,0,0,0,0.791386620769202,0.674957205259478,0,16.9366526705373,0,24,0,0,88,1,32,35,70,43,16,37,0,0,0,1,19,0,0
"74","2017","VH1","27",1,"Very High",7276,85.2994724485445,"Leeward","Leeward","Leeward","North Lagoon","N.Lagoon",1,15.99916,22.12574,1.38293,0.03328,2.36308,172.73832,175.10139,"2017.27.1",19.8332958416903,0.474544820306066,0,0,0,0,19.8332958416903,0,0,0.0184385129658061,0,0,0.0328205530791348,0,0,0.314273515401252,0.0161758886628834,0,0.0532779269561122,0.0395584232408768,0,2.78650308351315,0,0,0,0,64.8464875039072,12.0591687505832,0,0,1,0,0,2,0,0,1,1,0,2,1,0,0,0,0,0,0,0
"75","2017","VH1","27",2,"Very High",7276,85.2994724485445,"Leeward","Leeward","Leeward","North Lagoon","N.Lagoon",1,16.00492,21.70407,1.35609,0.02947,-13.25693,229.09551,215.83859,"2017.27.2",19.0566852932016,0,0,0,0,0,19.0566852932016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385880738734185,0,0,0,0,72.5106896649754,8.39403696794959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","2017","VH1","27",3,"Very High",7276,85.2994724485445,"Leeward","Leeward","Leeward","North Lagoon","N.Lagoon",1,16.00605,20.04707,1.25247,0.02906,3.41371,282.15821,285.57192,"2017.27.3",17.6429842989572,0.0175119663020537,0,0.201090852431039,0,0,17.4418934465262,0,0,0,0,0,0,0,0,0,0.0175119663020537,0,0,0,0,0,0,0,0,0,77.4913942711442,4.84810946359654,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"77","2017","VH2","32",1,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward","Leeward","Mid Lagoon","N.Lagoon",1,16.011,26.42526,1.65044,0.04613,8.40187,183.18164,191.58351,"2017.32.1",47.8104839818335,8.68136633698013,0,2.17533749753173,0,0,45.6351464843018,0,0,0.0298567525751293,0,0,0.349145289531765,0,0,0.194400077984988,0.331848619140815,0,7.29454579993351,0.481569797813921,0,3.95301404479638,0,0,0,0,30.9115932682958,8.64354236809414,0,0,1,0,0,8,0,0,3,6,0,21,4,0,0,0,0,0,0,0
"78","2017","VH2","32",2,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward","Leeward","Mid Lagoon","N.Lagoon",1,16.01346,24.00475,1.49904,0.04968,-0.79867,273.86548,273.0668,"2017.32.2",29.4306958723719,2.25137842969354,0,3.36209859733188,0,0,26.06859727504,0,0,0.0681149425445307,0,0,0.344160038446685,0,0,0,0.322922917433259,0,0.751244417213736,0.764936114055333,0,1.19042807977137,0,0,0,0,67.1274976181632,0,0,0,2,0,0,7,0,0,0,7,0,6,4,0,0,0,0,0,0,0
"79","2017","VH2","32",3,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward","Leeward","Mid Lagoon","N.Lagoon",1,16.00488,23.44271,1.46472,0.05064,5.88784,216.34786,222.2357,"2017.32.3",52.5538038892085,14.7372445317159,0,2.53258726589197,0,0,50.0212166233165,0,0,0,0,0,0.223100834320684,0,0,0,0.414478211261615,0,7.9314326194702,6.16823286666337,0,8.41796929031941,0,0,0,0,24.137666815896,0.153315472860301,0,0,0,0,0,1,0,0,0,4,0,13,9,0,0,0,0,0,0,0
"80","2017","VH3","30",1,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward","Leeward","North Lagoon","N.Lagoon",1,16.00278,32.87309,2.05421,0.04329,13.6836,91.71023,105.39384,"2017.30.1",41.832470772221,0.0879183545907488,0.0372853013485338,0.421468962430187,0,0,41.4110018097908,0,0,0.0319001309250104,0,0,0,0,0,0.0396448153260083,0.0163734083397302,0,0,0,0,0.462470965215534,0,0,0,0,53.7431354641176,3.83671914250655,0.0372853013485338,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0
"81","2017","VH3","30",2,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward","Leeward","North Lagoon","N.Lagoon",1,16.00015,27.19796,1.69986,0.05336,4.0591,304.50746,308.56657,"2017.30.2",38.6753531064495,0.287726194453632,0,1.35425867797425,0,0,37.3210944284753,0,0,0.0113574486287738,0,0,0.087431749944321,0,0,0.00428948169761826,0.184647514182918,0,0,0,0,0,0,0,0,0,61.0197190657971,0.0172016332997647,0,0,1,0,0,11,0,0,1,9,0,0,0,0,0,0,0,0,0,0
"82","2017","VH3","30",3,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward","Leeward","North Lagoon","N.Lagoon",1,16.01308,26.74248,1.67004,0.04572,1.29156,224.09641,225.38796,"2017.30.3",32.3063152471467,0.175512739497008,0,0.320510217176943,0,0,31.9858050299698,0,0,0.121611190828727,0,0,0.0331831604239297,0,0.0054482613236051,0,0.0152701269207464,0,0,0,0,0.464226853605343,0,0,0.0236924391503561,0,50.5202777163738,16.5099750042268,0,0,2,0,0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,0
"83","2017","M1","8",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","Leeward","South Lagoon","S.Lagoon",1,16.00918,27.0783,1.69142,0.04896,23.96221,76.85112,100.81334,"2017.8.1",67.1107007877729,8.93023354595259,0,3.42878452225943,0,0,63.6819162655135,0,0,0.133205863806452,0,0,1.40373057622702,0,0,0.246766595529842,3.73233148365097,0,2.56743449254188,0.846764534196428,0,3.56191542848719,0,0,0.08633239126232,0,19.9518584950829,0.358959351442043,0,0,5,0,0,65,0,0,2,69,0,22,19,0,0,3,0,0,0,0
"84","2017","M1","8",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","Leeward","South Lagoon","S.Lagoon",1,16.00633,26.3957,1.64908,0.03515,23.53224,-26.76793,-50.30017,"2017.8.2",39.1221612585957,18.27094564902,0,6.82106250782781,0,0,31.9505316974245,0,0.350567053343399,0.0383480540345882,0,0,2.1351726739975,0,0,0.212485324326528,10.15748063467,0.344514070062813,2.44238812365951,2.94055676826912,0,42.6068930923842,0,0,0,0,0,0,0,0,1,0,0,29,0,0,2,57,3,15,29,0,0,0,0,0,0,0
"85","2017","M1","8",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","Leeward","South Lagoon","S.Lagoon",1,16.01662,24.44879,1.52646,0.03451,5.32557,117.22381,122.54938,"2017.8.3",62.1350479922091,3.78676866777494,0.0150843895423723,3.31794134545013,0,2.6466298189661,56.1704768277928,0,0,0.0419316060292105,0,0,0.576622018288823,0,0,0.29658057617623,0.743187144204142,0.279498254244139,1.69016963569826,0.158779433134135,0,23.3940650669139,0,0,0.0133174680852153,0,3.28734176219385,7.36837465328069,0.0150843895423723,0,3,0,0,28,0,0,4,28,2,28,6,0,0,1,0,1,0,0
"86","2017","M2","35",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","Leeward","South Lagoon","S.Lagoon",1,16.00533,24.85408,1.55286,0.04088,17.33294,119.59736,136.9303,"2017.35.1",42.5296023611072,8.54506820150601,0,6.73855490905718,0,0,35.79104745205,0,0,0.00847188829226182,0,0,1.44896719016578,0,0,0.105527685806776,1.90674838579047,0.00666405341017504,4.91380118603942,0.154887812001131,0,44.2045676132739,0,0,0,0,0.708559063337059,4.01220276077582,0,0,1,0,0,94,0,0,3,58,1,36,9,0,0,0,0,0,0,0
"87","2017","M2","35",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","Leeward","South Lagoon","S.Lagoon",1,16.00509,27.13813,1.69559,0.0523,17.12185,244.27292,261.39478,"2017.35.2",55.1307524250001,5.52814009330702,0,4.4222185345818,0,0,50.7085338904183,0,0,0.205983932866013,0,0,1.11984909792328,0,0,0.287050954745303,1.52662692550571,0,1.88171047419024,0.506918708076468,0,32.3101047169827,0,0,0,0,5.79586736810667,1.23513539660354,0,0,4,0,0,60,0,0,5,40,0,21,11,0,0,0,0,0,0,0
"88","2017","M2","35",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","Leeward","South Lagoon","S.Lagoon",1,16.00465,30.07905,1.87939,0.05905,24.17648,39.08425,63.26074,"2017.35.3",38.5466815112518,4.03522593535719,0,8.25211575283431,0,0,30.2945657584174,0,0,0.100291988785679,0,0,1.31960079155982,0,0,0.111507796596649,0.666984458209906,0.0923090090682067,1.44792920329429,0.29660268784264,0,51.497458978539,0,0,0,0,2.55172323671987,3.36891033813214,0,0,4,0,0,35,0,0,2,19,2,15,4,0,0,0,0,0,0,0
"89","2017","M3","34",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","Leeward","South Lagoon","S.Lagoon",1,16.0096,25.03343,1.56365,0.04137,-12.64641,112.1564,99.51,"2017.34.1",49.2538833744531,17.9412452076965,0,5.95250614357421,0,0,43.3013772308789,0,0,0.668702354033712,0,0,3.09383065929385,0,0,0.247371307740236,4.13026514961857,0,8.08481310177724,1.71626263523288,0,4.84012790857656,0,0,0,0,22.8462412831832,5.1185022260907,0,0,9,0,0,99,0,0,1,63,0,44,19,0,0,0,0,0,0,0
"90","2017","M3","34",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward","Leeward","South Lagoon","S.Lagoon",1,16.00545,25.48372,1.59219,0.04954,16.52561,102.89498,119.42059,"2017.34.2",60.957095907439,15.9805679044173,0,9.5793838625774,0,0,50.6288114516166,0,0.748900593244981,0.165972698939913,0,0,1.68963529972511,0,0,0.175340513825896,5.8691421179955,0.107954698746062,6.79308970019995,1.17943287498489,0,9.18537981368291,0,0,0,0,10.2280363461225,3.64892002833826,0,0,2,0,0,56,0,0,1,97,1,32,6,0,0,0,0,0,0,0
