Year,site,ppq,digitizer,OBJECTID *,SHAPE *,Benthic_Morphology,SHAPE_Length,SHAPE_Area,Z_Min,Z_Max,Z_Mean,SArea,Min_Slope,Max_Slope,Avg_Slope
2019,5,2,NH,31,Polygon,Live_Encrusting,0.019919,0.000027,-2.854017,-2.848499,-2.851644,0.000035,77.035943,90.06422,84.756053
2019,5,2,NH,32,Polygon,Live_Encrusting,0.222262,0.001737,-2.857496,-2.783509,-2.818247,0.002618,56.794365,737.009548,327.788848
2019,5,2,NH,33,Polygon,Macroalgae,0.293757,0.003837,-2.896734,-2.814054,-2.852864,0.008321,10.43806,557.159813,247.434626
2019,5,2,NH,34,Polygon,Macroalgae,0.102816,0.000688,-2.894826,-2.839097,-2.865321,0.001616,35.668265,304.766371,237.907183
2019,5,2,NH,35,Polygon,Live_FreeLiving,0.488875,0.012496,-2.90894,-2.822594,-2.850201,0.020015,4.089824,925.42567,197.929704
2019,5,2,NH,36,Polygon,Macroalgae,0.270055,0.003354,-2.910918,-2.87024,-2.894462,0.004503,4.882621,322.918853,100.617048
2019,5,2,NH,37,Polygon,Macroalgae,0.330281,0.001773,-2.912532,-2.873039,-2.894392,0.002346,2.791067,250.589575,92.350205
2019,5,2,NH,38,Polygon,Macroalgae,0.468628,0.007667,-2.912339,-2.862916,-2.891611,0.010197,5.865918,310.484988,95.741875
2019,5,2,NH,39,Polygon,Macroalgae,0.26331,0.003736,-2.898465,-2.83404,-2.861802,0.005218,5.91233,334.121177,103.601131
2019,5,2,NH,40,Polygon,Macroalgae,0.078704,0.000411,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2019,5,2,NH,41,Polygon,Live_Porites,0.372566,0.00769,-2.905156,-2.844405,-2.866717,0.011192,9.747449,5013.710176,222.707246
2019,5,2,NH,42,Polygon,Live_FreeLiving,0.320393,0.005342,-2.898687,-2.80565,-2.865575,0.012411,6.549122,1032.430284,428.293755
2019,5,2,NH,43,Polygon,Live_FreeLiving,0.468371,0.012302,-2.928791,-2.85136,-2.900929,0.018067,14.302909,465.049735,132.423567
2019,5,2,NH,44,Polygon,Macroalgae,0.531714,0.007465,-2.933228,-2.879028,-2.908139,0.008972,3.712409,171.890922,65.961896
2019,5,2,NH,45,Polygon,Live_Porites,0.268509,0.004958,-2.803582,-2.755783,-2.773189,0.006597,2.000345,202.992434,90.228809
2019,5,2,NH,46,Polygon,Live_Branching,0.218534,0.003487,-2.750566,-2.707712,-2.727893,0.005021,40.362416,223.308138,108.083282
2019,5,2,NH,47,Polygon,Live_Encrusting,0.181692,0.001921,-2.812286,-2.780712,-2.795439,0.002358,24.406986,113.603373,70.555026
2019,5,2,NH,48,Polygon,Live_Encrusting,0.050474,0.000169,-2.825171,-2.809448,-2.814986,0.000238,57.27259,172.278003,100.747404
2019,5,2,NH,49,Polygon,Live_Encrusting,0.120875,0.000848,-2.815467,-2.798277,-2.80631,0.000991,27.56032,83.351093,60.171539
2019,5,2,NH,50,Polygon,Live_Porites,0.110525,0.000873,-2.856989,-2.829698,-2.840276,0.001585,21.613581,329.930429,175.140051
2019,5,2,NH,51,Polygon,Live_Encrusting,0.061452,0.000247,-2.834973,-2.828477,-2.8312,0.000262,6.42562,65.292573,33.21309
2019,5,2,NH,52,Polygon,Live_Encrusting,0.1039,0.000688,-2.867355,-2.839383,-2.851641,0.000894,32.530029,132.999636,83.613861
2019,5,2,NH,53,Polygon,Live_Encrusting,0.092655,0.000523,-2.852967,-2.837906,-2.843586,0.000608,35.312893,103.736668,59.201233
2019,5,2,NH,54,Polygon,Live_Encrusting,0.158204,0.000733,-2.844213,-2.827133,-2.83761,0.000828,15.615246,102.838249,50.236521
2019,5,2,NH,55,Polygon,Live_Encrusting,0.119418,0.000909,-2.866545,-2.828232,-2.840108,0.001269,26.321112,295.745496,105.250125
2019,5,2,NH,56,Polygon,Live_Encrusting,0.101982,0.000609,-2.84797,-2.821044,-2.834987,0.000769,22.996769,120.88739,76.995234
2019,5,2,NH,57,Polygon,Live_Encrusting,0.072746,0.000278,-2.87594,-2.854477,-2.865065,0.000322,62.523966,161.785804,132.739692
2019,5,2,NH,58,Polygon,Live_Encrusting,0.066139,0.000277,-2.840905,-2.828607,-2.833901,0.000311,22.773104,80.15951,50.489453
2019,5,2,NH,59,Polygon,Dead_Branching,1.627517,0.022336,-2.921336,-2.811577,-2.861905,0.044696,8.902211,764.600225,253.039296
2019,5,2,NH,60,Polygon,Macroalgae,0.704045,0.008763,-2.933602,-2.840436,-2.894494,0.015043,3.044075,545.815209,192.952292
2019,5,2,NH,61,Polygon,Macroalgae,0.119647,0.00078,-2.845824,-2.805445,-2.826868,0.000617,178.012988,416.30112,287.516584
2019,5,2,NH,62,Polygon,Rubble,12.636566,0.825348,-3.026627,-2.706324,-2.887851,1.278313,1.331411,10000,185.243446
2019,5,2,NH,63,Polygon,Macroalgae,0.278797,0.001387,-2.849401,-2.815316,-2.830558,0.001667,19.698704,111.500905,65.970549
2019,5,2,NH,64,Polygon,Macroalgae,0.203919,0.001601,-2.881603,-2.866286,-2.875437,0.001765,9.564612,122.648594,45.623778
2019,5,2,NH,65,Polygon,Macroalgae,0.235695,0.001213,-2.854227,-2.83336,-2.838438,0.001423,4.51593,142.197556,58.558151
2019,5,2,NH,66,Polygon,Macroalgae,0.625905,0.014935,-2.874092,-2.7793,-2.820185,0.025381,10.265328,687.979756,170.369686
2019,5,2,NH,67,Polygon,Live_Encrusting,0.099114,0.000655,-2.8745,-2.865712,-2.870781,0.000236,20.508829,235.68656,54.266915
2019,5,2,NH,68,Polygon,Live_Porites,0.306248,0.005794,-2.739407,-2.685688,-2.709669,0.004956,11.867082,319.94157,59.715075
2019,5,2,NH,69,Polygon,Live_Porites,0.761637,0.019599,-2.819737,-2.629364,-2.704174,0.031747,19.013119,1054.051459,270.406596
2019,5,2,NH,70,Polygon,Live_Massive,0.147429,0.001399,-2.680695,-2.64762,-2.65963,0.001168,22.506634,224.478311,141.868401
2019,5,2,NH,71,Polygon,Live_FreeLiving,0.155704,0.001831,-2.940459,-2.923125,-2.929642,0.002075,14.533851,169.16299,52.726462
2019,5,2,NH,72,Polygon,Rubble,8.361606,0.554161,-2.934378,-2.591119,-2.827457,0.926071,1.832913,5928.740474,269.350525
2019,5,2,NH,73,Polygon,Sand,0.229079,0.001971,-2.876908,-2.829535,-2.865929,0.002995,21.184792,385.470837,142.234898
2019,5,2,NH,74,Polygon,Sand,0.678708,0.008484,-2.870323,-2.707164,-2.83082,0.018936,3.508629,1114.32254,487.011189
2019,5,2,NH,75,Polygon,Rubble,0.455809,0.006804,-2.867566,-2.758043,-2.821212,0.014201,17.959722,1049.474863,301.221422
2019,5,2,NH,76,Polygon,Macroalgae,0.193005,0.002225,-2.895215,-2.861192,-2.878691,0.00262,7.30196,106.758866,60.077475
2019,5,2,NH,77,Polygon,Macroalgae,1.796889,0.041484,-2.884931,-2.675886,-2.788404,0.058298,4.433143,998.936292,136.278103
2019,5,2,NH,78,Polygon,Live_Porites,2.508704,0.265079,-2.84648,-2.557793,-2.67064,0.347657,2.492852,3012.83313,113.22989
2019,5,2,NH,79,Polygon,Live_Encrusting,0.318279,0.003634,-2.637537,-2.556526,-2.583278,0.002955,8.120393,393.978364,147.05428
2019,5,2,NH,80,Polygon,Live_Encrusting,0.236346,0.003242,-2.641636,-2.617856,-2.626434,0.001916,2.896428,6492.900046,51.279563
2019,5,2,NH,81,Polygon,Live_Encrusting,0.070103,0.00035,-2.674798,-2.672544,-2.673817,0.000103,11.402774,19.285083,16.021592
2019,5,2,NH,82,Polygon,Live_Encrusting,0.237103,0.002253,-2.659765,-2.643185,-2.650769,0.0013,6.986885,143.422475,37.888022
2019,5,2,NH,83,Polygon,Live_Encrusting,0.181952,0.00154,-2.6311,-2.613799,-2.621099,0.000504,50.773466,111.679958,76.746328
2019,5,2,NH,84,Polygon,Live_Encrusting,0.153646,0.000836,-2.636195,-2.614715,-2.625185,0.000331,1.937222,156.725999,111.530673
2019,5,2,NH,85,Polygon,Live_Encrusting,0.235046,0.003317,-2.69802,-2.652889,-2.667118,0.002766,8.54663,1103.474002,79.726226
2019,5,2,NH,86,Polygon,Live_Encrusting,0.106019,0.000836,-2.634998,-2.626392,-2.629257,0.000225,15.522681,87.460167,49.225285
2019,5,2,NH,87,Polygon,Live_Encrusting,0.164854,0.001685,-2.645035,-2.626987,-2.632254,0.000817,10.250261,145.423081,55.15564
2019,5,2,NH,88,Polygon,Live_FreeLiving,0.623847,0.023293,-2.61818,-2.53214,-2.563949,0.031541,21.604756,574.534022,124.373758
2019,5,2,NH,89,Polygon,Live_FreeLiving,0.343951,0.006493,-2.638583,-2.58863,-2.609507,0.008664,8.206492,279.208253,94.967529
2019,5,2,NH,90,Polygon,Macroalgae,1.257263,0.024783,-2.714744,-2.563734,-2.622135,0.03544,1.040805,345.46718,114.907672
2019,5,2,NH,91,Polygon,Macroalgae,0.19258,0.002711,-2.603888,-2.57241,-2.585326,0.003789,11.945295,248.598527,106.194806
2019,5,2,NH,92,Polygon,Live_Massive,0.518157,0.018198,-2.580553,-2.439456,-2.482479,0.031297,26.093714,744.248787,218.100429
2019,5,2,NH,93,Polygon,Macroalgae,0.399182,0.004679,-2.619093,-2.556738,-2.578324,0.007079,6.154132,354.769699,133.70956
2019,5,2,NH,94,Polygon,Rubble,7.900912,0.658106,-2.861593,-2.348588,-2.563947,1.086853,1.044092,10000,200.397258
2019,5,2,NH,95,Polygon,Live_Encrusting,0.149972,0.001432,-2.76071,-2.720529,-2.738288,0.00238,12.165478,356.189915,169.507704
2019,5,2,NH,96,Polygon,Live_SubMassive,1.423562,0.05111,-2.761383,-2.577698,-2.649326,0.08931,4.538265,10000,250.30869
2019,5,2,NH,97,Polygon,Macroalgae,0.161799,0.000838,-2.776683,-2.705685,-2.748143,0.001373,10.176583,382.873889,247.956987
2019,5,2,NH,98,Polygon,Macroalgae,0.291786,0.004624,-2.642369,-2.537349,-2.570302,0.007646,22.453912,512.712091,239.191783
2019,5,2,NH,99,Polygon,Live_Branching,0.297386,0.006267,-2.559836,-2.515111,-2.531661,0.00714,38.083729,525.300365,101.010982
2019,5,2,NH,100,Polygon,Macroalgae,0.658614,0.021907,-2.561973,-2.412578,-2.505903,0.035409,22.519587,10000,224.324779
2019,5,2,NH,101,Polygon,Macroalgae,0.674417,0.019484,-2.513235,-2.397322,-2.436306,0.023215,9.941843,1382.413738,141.234787
2019,5,2,NH,102,Polygon,Macroalgae,2.103384,0.053326,-2.541854,-2.214674,-2.457529,0.102661,3.757578,10000,536.893073
2019,5,2,NH,103,Polygon,Live_Encrusting,0.125735,0.000957,-2.521053,-2.494855,-2.506139,0.000438,19.148869,149.210327,68.243986
2019,5,2,NH,104,Polygon,Live_Encrusting,0.194865,0.002518,-2.491416,-2.466756,-2.478925,0.00249,13.36039,526.195381,63.342277
2019,5,2,NH,105,Polygon,Live_Encrusting,0.237498,0.003597,-2.493244,-2.462014,-2.482613,0.002631,10.103919,235.493908,63.286694
2019,5,2,NH,106,Polygon,Live_Encrusting,0.16609,0.001332,-2.485193,-2.462885,-2.47774,0.000919,24.148634,1570.543375,141.611121
2019,5,2,NH,107,Polygon,Live_Encrusting,0.131711,0.001168,-2.475172,-2.446371,-2.458052,0.000558,35.568258,157.124253,92.11791
2019,5,2,NH,108,Polygon,Live_Encrusting,0.059938,0.000262,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2019,5,2,NH,109,Polygon,Live_Encrusting,0.091547,0.000491,-2.452065,-2.448622,-2.450378,0.000105,28.400711,29.085602,28.684401
2019,5,2,NH,110,Polygon,Live_Massive,0.300438,0.005454,-2.389479,-2.331943,-2.350939,0.005819,9.051804,166.834327,83.347092
2019,5,2,NH,111,Polygon,Macroalgae,6.875245,0.176006,-2.488402,-2.149914,-2.299254,0.236554,2.844718,9516.90545,120.707417
2019,5,2,NH,112,Polygon,Macroalgae,0.2331,0.002645,-2.480105,-2.459812,-2.466561,0.00224,5.425145,10000,79.762321
2019,5,2,NH,113,Polygon,Live_Encrusting,0.27677,0.005178,-2.308703,-2.27842,-2.2878,0.004106,5.398639,118.996154,56.73395
2019,5,2,NH,114,Polygon,Live_Encrusting,0.117808,0.000908,-2.289849,-2.274231,-2.28035,0.00064,27.495445,72.123346,48.96449
2019,5,2,NH,115,Polygon,Live_Encrusting,0.211572,0.001528,-2.414114,-2.374175,-2.399924,0.00174,18.301709,756.974286,159.977803
2019,5,2,NH,116,Polygon,Live_Massive,0.140152,0.001377,-2.478757,-2.463012,-2.467472,0.000789,24.082434,130.396271,63.285342
2019,5,2,NH,117,Polygon,Live_Porites,3.165462,0.083774,-2.469633,-2.103256,-2.208372,0.129774,5.046488,10000,626.227889
2019,5,2,NH,118,Polygon,Live_Encrusting,0.083865,0.000413,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2019,5,2,NH,119,Polygon,Live_Encrusting,0.133498,0.001064,-2.217206,-2.132622,-2.175361,0.0023,52.730146,625.90395,451.281419
2019,5,2,NH,120,Polygon,Live_Massive,0.143908,0.001534,-2.234707,-2.222452,-2.225378,0.000747,5.482179,101.964981,33.052246
2019,5,2,NH,121,Polygon,Live_Encrusting,0.107856,0.000816,-2.158445,-2.14693,-2.152503,0.000359,19.655625,127.002721,62.275417
2019,5,2,NH,122,Polygon,Live_Massive,0.945324,0.012973,-2.163256,-1.855547,-1.964818,0.039622,5.393764,4381.018375,1541.464764
2019,5,2,NH,123,Polygon,Dead_SoftCoral,0.369653,0.006705,-2.753706,-2.627474,-2.678798,0.014649,22.73381,1093.646652,376.502146
2019,5,2,NH,124,Polygon,Rubble,8.4873,0.608179,-2.374104,-1.951526,-2.245766,1.040124,2.48909,10000,319.693294
2019,5,2,NH,125,Polygon,Macroalgae,0.201999,0.001225,-2.363434,-2.354158,-2.359028,0.001253,2.377917,4373.018845,51.969722
2019,5,2,NH,126,Polygon,Macroalgae,0.195293,0.000992,-2.351528,-2.325791,-2.340645,0.001277,7.706349,138.443069,81.003936
2019,5,2,NH,127,Polygon,Live_FreeLiving,0.229783,0.001413,-2.356439,-2.338987,-2.349328,0.001585,17.145461,111.870419,48.794468
2019,5,2,NH,128,Polygon,Macroalgae,0.344022,0.007335,-2.347051,-2.285452,-2.306904,0.011172,3.145616,382.13666,152.87869
2019,5,2,NH,129,Polygon,Live_FreeLiving,0.289632,0.005099,-2.328064,-2.289761,-2.309827,0.006091,11.720545,139.251542,64.910317
2019,5,2,NH,130,Polygon,Macroalgae,0.235962,0.003396,-2.323707,-2.274314,-2.298709,0.004212,19.630044,515.76995,98.921082
2019,5,2,NH,131,Polygon,Macroalgae,0.133413,0.000795,-2.295247,-2.241861,-2.272417,0.001945,64.205426,853.643064,427.831074
2019,5,2,NH,132,Polygon,Macroalgae,0.322539,0.003979,-2.296042,-2.132426,-2.238627,0.00918,20.824385,10000,496.660273
2019,5,2,NH,133,Polygon,Live_FreeLiving,0.146275,0.001598,-2.307832,-2.254361,-2.288092,0.002716,17.608579,273.63845,163.296767
2019,5,2,NH,134,Polygon,Macroalgae,0.206137,0.002767,-2.219366,-2.167506,-2.195901,0.002404,1.918468,654.14236,115.06355
2019,5,2,NH,135,Polygon,Live_Encrusting,0.055544,0.000226,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2019,5,2,NH,136,Polygon,Live_Encrusting,0.159026,0.001347,-2.22037,-2.180674,-2.197711,0.001014,50.093795,1055.519309,141.210508
2019,5,2,NH,137,Polygon,Live_Encrusting,0.076606,0.000327,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2019,5,2,NH,138,Polygon,Live_Encrusting,0.142755,0.001345,-2.236773,-2.203684,-2.21423,0.000883,57.9431,5337.842066,154.178276
2019,5,2,NH,139,Polygon,Live_Encrusting,0.090781,0.000431,-2.22188,-2.205072,-2.212319,0.000169,58.371732,189.668737,117.105134
2019,5,2,NH,140,Polygon,Live_Encrusting,0.238528,0.002623,-2.289056,-2.232628,-2.26124,0.001898,33.443245,311.419946,170.850559
2019,5,2,NH,141,Polygon,Live_Encrusting,0.169851,0.001452,-2.248213,-2.195294,-2.224246,0.001511,42.94985,678.252524,334.465313
2019,5,2,NH,142,Polygon,Live_Encrusting,0.08886,0.000523,-2.1658,-2.128739,-2.144316,0.000493,137.720783,310.647849,225.252316
2019,5,2,NH,143,Polygon,Live_Encrusting,0.672407,0.007647,-2.151918,-2.085881,-2.118754,0.005973,7.818454,2800.176459,100.253801
2019,5,2,NH,144,Polygon,Live_Branching,0.304875,0.007106,-2.07653,-1.996824,-2.044129,0.007126,20.74139,599.172113,116.641034
2019,5,2,NH,145,Polygon,Live_Encrusting,0.289964,0.003215,-2.135017,-2.074846,-2.102544,0.002835,14.067705,484.962351,202.609105
2019,5,2,NH,146,Polygon,Live_Encrusting,1.054624,0.012145,-2.207657,-2.076389,-2.152645,0.008009,1.635026,9997.027712,104.854058
2019,5,2,NH,147,Polygon,Live_Encrusting,0.097588,0.000694,-2.094029,-2.08428,-2.089851,0.000126,58.022808,89.245418,75.968447
2019,5,2,NH,148,Polygon,Dead_Branching,1.086475,0.060702,-2.449899,-2.112767,-2.197347,0.130779,9.475375,10000,344.282738
2019,5,2,NH,149,Polygon,Live_Encrusting,0.314823,0.007052,-2.267582,-2.196099,-2.231144,0.007211,22.255112,458.936696,80.119578
2019,5,2,NH,150,Polygon,Live_SubMassive,0.901651,0.024448,-2.407129,-2.244261,-2.31015,0.046548,15.511021,2176.380824,277.102769
2019,5,2,NH,151,Polygon,Live_Massive,0.172481,0.002248,-2.427563,-2.378426,-2.390623,0.002377,34.045493,1617.713683,141.190254
2019,5,2,NH,152,Polygon,Live_Encrusting,0.151454,0.001677,-2.432358,-2.396357,-2.417262,0.002298,3.009704,408.263955,121.914273
2019,5,2,NH,153,Polygon,Live_Encrusting,0.102872,0.000661,-2.434255,-2.397411,-2.418757,0.001149,38.575855,247.626933,155.108783
2019,5,2,NH,154,Polygon,Macroalgae,1.867166,0.058914,-2.470555,-2.145606,-2.342398,0.100061,13.269884,4436.069693,278.605701
2019,5,2,NH,155,Polygon,Rubble,0.966529,0.014443,-2.451276,-2.305663,-2.414803,0.019743,1.708508,1365.866369,169.283077
2019,5,2,NH,156,Polygon,Sand,0.193316,0.002138,-2.433307,-2.327123,-2.400216,0.005137,16.303992,1023.101321,424.483964
2019,5,2,NH,157,Polygon,Macroalgae,0.520293,0.011759,-2.416534,-2.090168,-2.27044,0.039951,14.221077,10000,801.91381
2019,5,2,NH,158,Polygon,Live_SubMassive,1.894731,0.081736,-2.238009,-1.944704,-2.037529,0.148938,2.501314,10000,349.600164
2019,5,2,NH,159,Polygon,Live_Porites,2.467123,0.118888,-2.360966,-1.99848,-2.102079,0.15593,3.646601,10000,349.058533
2019,5,2,NH,160,Polygon,Live_Encrusting,0.148644,0.001497,-2.41044,-2.388137,-2.397237,0.00089,43.989527,145.882042,78.066829
2019,5,2,NH,161,Polygon,Live_Encrusting,0.08094,0.000344,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2019,5,2,NH,162,Polygon,Live_Encrusting,0.070415,0.000336,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2019,5,2,NH,163,Polygon,Live_Encrusting,0.321538,0.002148,-2.464707,-2.385978,-2.424835,0.001928,41.242001,410.83948,147.440014
2019,5,2,NH,164,Polygon,Live_Massive,0.227308,0.003724,-2.380512,-2.350706,-2.359352,0.00339,10.668716,10000,72.644071
2019,5,2,NH,165,Polygon,Live_Encrusting,0.106706,0.000801,-2.39492,-2.370483,-2.379709,0.000596,8.036581,315.148422,115.81805
2019,5,2,NH,166,Polygon,Macroalgae,0.49247,0.008233,-2.504206,-2.37147,-2.423754,0.009999,12.728349,1100.339225,223.995557
2019,5,2,NH,167,Polygon,Macroalgae,1.437837,0.034947,-2.488662,-2.308817,-2.397012,0.057438,2.737594,1285.660472,222.776692
2019,5,2,NH,168,Polygon,Macroalgae,0.239789,0.004167,-2.467028,-2.433359,-2.445847,0.003556,0.717237,2708.479418,86.304399
2019,5,2,NH,169,Polygon,Live_Encrusting,0.095557,0.000581,-2.326659,-2.28135,-2.298507,0.000577,37.019568,471.124937,227.476956
2019,5,2,NH,170,Polygon,Live_SubMassive,0.785562,0.013338,-2.427607,-2.305132,-2.354001,0.016703,23.968221,10000,238.353308
2019,5,2,NH,171,Polygon,Live_Massive,0.241497,0.004384,-2.423692,-2.358915,-2.375526,0.005087,24.671425,524.690442,168.581596
2019,5,2,NH,172,Polygon,Live_Massive,1.941785,0.110476,-2.533018,-2.224521,-2.339968,0.230684,6.885428,10000,391.99617
2019,5,2,NH,173,Polygon,Live_Encrusting,0.229289,0.003184,-2.557848,-2.418587,-2.509922,0.007697,35.286064,2727.825692,662.770906
2019,5,2,NH,174,Polygon,Live_Encrusting,0.098048,0.000668,-2.699097,-2.675806,-2.688346,0.000307,81.957714,4263.153515,122.208606
2019,5,2,NH,175,Polygon,Live_SubMassive,1.11926,0.018645,-2.681535,-2.488608,-2.539356,0.021361,13.291382,7874.720874,164.802754
2019,5,2,NH,176,Polygon,Macroalgae,0.462671,0.007718,-2.523421,-2.349782,-2.436629,0.015976,34.469897,676.875088,257.498545
2019,5,2,NH,177,Polygon,Live_Massive,0.139128,0.001366,-2.432955,-2.415803,-2.422543,0.000766,28.227044,379.609455,73.829606
2019,5,2,NH,178,Polygon,SoftCoral_Plating,0.218096,0.003499,-2.447028,-2.399758,-2.41117,0.002927,16.277508,241.108149,73.918754
2019,5,2,NH,179,Polygon,SoftCoral_Plating,0.302178,0.005728,-2.411796,-2.359568,-2.383218,0.005475,5.307567,188.475698,72.858278
2019,5,2,NH,180,Polygon,Dead_SoftCoral,0.34244,0.006867,-2.407176,-2.354146,-2.389005,0.006425,8.43428,207.815755,61.514403
2019,5,2,NH,181,Polygon,Live_Encrusting,0.110608,0.000812,-2.369532,-2.351954,-2.358964,0.000323,93.358686,187.65085,130.937443
2019,5,2,NH,182,Polygon,Live_Branching,0.184645,0.002287,-2.338016,-2.297249,-2.309978,0.001885,25.832823,1364.443119,124.8919
2019,5,2,NH,183,Polygon,Live_Massive,0.711879,0.006953,-2.407943,-2.299576,-2.367673,0.005771,11.973064,2069.923759,117.746469
2019,5,2,NH,184,Polygon,Live_Encrusting,0.319999,0.005567,-2.33659,-2.250717,-2.296106,0.00809,2.565997,1026.493286,252.61754
2019,5,2,NH,185,Polygon,Live_Encrusting,0.216233,0.002699,-2.391136,-2.343733,-2.359759,0.002124,5.158226,308.743056,118.508091
2019,5,2,NH,186,Polygon,Macroalgae,9.11706,0.300386,-2.621097,-2.170117,-2.437476,0.410237,1.16514,10000,181.482535
2019,5,2,NH,187,Polygon,Macroalgae,0.417441,0.007051,-2.13698,-1.99209,-2.060442,0.018135,5.962027,10000,557.511063
2019,5,2,NH,188,Polygon,Live_Porites,0.657996,0.028886,-2.01279,-1.957405,-1.981646,0.028674,10.558651,10000,43.352392
