"","year","hum_dist","pub.site","site","ppq","DEM","area_2d","area_3d","rug","vrm","curv","pro.curv","plan.curv","region.kb","island.side","region.3","region.4","region.full","hdist.cont","sqrt.hdist.cont","fractal.dimension"
"88","2017","Medium","M1","8",1,1,16.00918,27.0783,1.69142,0.04896,23.96221,76.85112,100.81334,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15563661084639
"89","2017","Medium","M1","8",2,1,16.00633,26.3957,1.64908,0.03515,23.53224,-26.76793,-50.30017,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15691945230925
"90","2017","Medium","M1","8",3,1,16.01662,24.44879,1.52646,0.03451,5.32557,117.22381,122.54938,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.14919676509268
"91","2017","Very High","VH2","32",1,1,16.011,26.42526,1.65044,0.04613,8.40187,183.18164,191.58351,"N.Lagoon","Leeward","Leeward","Leeward","Mid Lagoon",4860.7457,69.7190483297069,2.15183111357474
"92","2017","Very High","VH2","32",2,1,16.01346,24.00475,1.49904,0.04968,-0.79867,273.86548,273.0668,"N.Lagoon","Leeward","Leeward","Leeward","Mid Lagoon",4860.7457,69.7190483297069,2.15510129707181
"93","2017","Very High","VH2","32",3,1,16.00488,23.44271,1.46472,0.05064,5.88784,216.34786,222.2357,"N.Lagoon","Leeward","Leeward","Leeward","Mid Lagoon",4860.7457,69.7190483297069,2.15214427169177
"94","2017","Medium","M3","34",1,1,16.0096,25.03343,1.56365,0.04137,-12.64641,112.1564,99.51,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15430202057146
"95","2017","Medium","M3","34",2,1,16.00545,25.48372,1.59219,0.04954,16.52561,102.89498,119.42059,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15467249154098
"96","2017","Medium","M3","34",3,1,16.00554,23.90772,1.49372,0.0407,10.57697,106.05317,116.63014,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15662649733294
"97","2017","Medium","M2","35",1,1,16.00533,24.85408,1.55286,0.04088,17.33294,119.59736,136.9303,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.1449507771871
"98","2017","Medium","M2","35",2,1,16.00509,27.13813,1.69559,0.0523,17.12185,244.27292,261.39478,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.1463466375289
"99","2017","Medium","M2","35",3,1,16.00465,30.07905,1.87939,0.05905,24.17648,39.08425,63.26074,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.14706530314383
"100","2017","Very Low","VL1","15",1,1,15.97992,33.45057,2.09329,0.06262,19.88904,139.57547,159.46451,"BOW","Windward","Windward","Bay of Wrecks","Bay of Wrecks",0,0,2.1455298563871
"101","2017","Very Low","VL1","15",2,1,16.00776,33.78148,2.11032,0.06277,-9.03247,109.241,100.20853,"BOW","Windward","Windward","Bay of Wrecks","Bay of Wrecks",0,0,2.15062959904602
"102","2017","Very Low","VL1","15",3,1,16.00493,40.29302,2.51754,0.08272,5.47032,-34.42839,-28.95806,"BOW","Windward","Windward","Bay of Wrecks","Bay of Wrecks",0,0,2.15111872221557
"103","2017","Very Low","VL3","19",1,1,16.00482,29.14894,1.82126,0.05562,-3.07101,20.52698,17.45597,"BOW","Windward","Windward","Bay of Wrecks","Bay of Wrecks",0,0,2.15504457826676
"104","2017","Very Low","VL3","19",2,1,16.00368,32.29352,2.01788,0.08233,2.94116,44.81083,47.75199,"BOW","Windward","Windward","Bay of Wrecks","Bay of Wrecks",0,0,2.15503995510687
"105","2017","Very Low","VL3","19",3,1,16.00214,31.3072,1.95644,0.07606,-8.95963,134.53407,125.57444,"BOW","Windward","Windward","Bay of Wrecks","Bay of Wrecks",0,0,2.15264569398897
"106","2017","Very Low","VL4","37",1,1,16.00379,25.91964,1.61959,0.042,-26.02746,207.29625,181.26879,"Vaskes","Leeward","South Shore","Vaskess Bay","Vaskess Bay",0,0,2.1419083875616
"107","2017","Very Low","VL4","37",2,1,16.00322,25.43161,1.58916,0.0402,7.07201,182.91322,189.98523,"Vaskes","Leeward","South Shore","Vaskess Bay","Vaskess Bay",0,0,2.14721238907186
"108","2017","Very Low","VL4","37",3,1,16.00576,30.46148,1.90316,0.04898,-0.67385,157.82688,157.15303,"Vaskes","Leeward","South Shore","Vaskess Bay","Vaskess Bay",0,0,2.14777848326977
"169","2019","Very Low","VL3","5",1,1,16.00676,37.61888,2.35019,0.08341,6.67165,135.07258,141.74423,"Vaskes","Leeward","South Shore","Vaskess Bay","Vaskess Bay",0,0,2.15272855330516
"170","2019","Very Low","VL3","5",2,1,16.02338,31.82561,1.9862,0.06876,12.99001,-9.98158,3.00843,"Vaskes","Leeward","South Shore","Vaskess Bay","Vaskess Bay",0,0,2.1552140607064
"171","2019","Very Low","VL3","5",3,1,16.01611,30.95609,1.93281,0.06695,-4.19426,22.86646,18.6722,"Vaskes","Leeward","South Shore","Vaskess Bay","Vaskess Bay",0,0,2.1480300174497
"172","2019","Very High","VH1","27",1,1,15.99823,25.04808,1.56568,0.0559,7.37452,221.80973,229.18425,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",7276,85.2994724485445,2.15095033737659
"173","2019","Very High","VH1","27",2,1,16.00581,25.09437,1.56783,0.04897,21.52295,244.96518,266.48813,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",7276,85.2994724485445,2.15258366365761
"174","2019","Very High","VH1","27",3,1,16.00729,21.46642,1.34104,0.03956,-0.88431,383.45155,382.56725,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",7276,85.2994724485445,2.15247589751854
"175","2019","Very High","VH3","30",1,1,16.00415,28.58532,1.78612,0.04828,20.5435,361.38339,381.92689,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",5085.68478,71.3139872675761,2.15089823081372
"176","2019","Very High","VH3","30",2,1,15.99712,26.53789,1.65892,0.0628,2.89791,450.93306,453.83096,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",5085.68478,71.3139872675761,2.15092001128634
"177","2019","Very High","VH3","30",3,1,16.01165,29.73723,1.85722,0.07077,-5.53521,256.98639,251.45118,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",5085.68478,71.3139872675761,2.15289044031877
"178","2019","Medium","M1","8",1,1,16.01205,27.35463,1.70838,0.05554,25.39155,132.95338,158.34493,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15431591926167
"179","2019","Medium","M1","8",2,1,15.9991,26.53835,1.65874,0.07157,39.30504,-70.47534,-31.1703,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15630585384436
"180","2019","Medium","M1","8",3,1,16.01658,25.93679,1.61937,0.04052,0.02482,155.04336,155.06818,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15865326463905
"181","2019","Very High","VH2","32",1,1,16.01162,30.36501,1.89644,0.06962,12.31658,6.96363,19.28021,"N.Lagoon","Leeward","Leeward","Leeward","Mid Lagoon",4860.7457,69.7190483297069,2.16024950334774
"182","2019","Very High","VH2","32",2,1,16.01488,25.40271,1.58619,0.0572,14.1018,350.78267,364.88447,"N.Lagoon","Leeward","Leeward","Leeward","Mid Lagoon",4860.7457,69.7190483297069,2.15792634209752
"183","2019","Very High","VH2","32",3,1,16.00661,25.73142,1.60755,0.05389,8.0252,164.82042,172.84561,"N.Lagoon","Leeward","Leeward","Leeward","Mid Lagoon",4860.7457,69.7190483297069,2.15003501040474
"184","2019","Medium","M3","34",1,1,16.00771,28.7114,1.7936,0.06343,-9.41942,232.28089,222.86147,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15274071100141
"185","2019","Medium","M3","34",2,1,16.00646,28.05779,1.7529,0.0631,18.53515,203.95548,222.49062,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.14720100392514
"186","2019","Medium","M3","34",3,1,16.0061,27.42212,1.71323,0.06227,-0.17006,253.54151,253.37145,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.14757545310455
"187","2019","Medium","M2","35",1,1,16.00657,26.60769,1.6623,0.05431,1.60496,136.47952,138.08448,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.14711554113164
"188","2019","Medium","M2","35",2,1,16.00755,30.49906,1.90529,0.06807,10.09763,231.47278,241.57041,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15039603727163
"189","2019","Medium","M2","35",3,1,16.00397,34.47717,2.15429,0.07997,36.10453,63.95583,100.06036,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15431163636657
"190","2019","Very Low","VL4","37",1,1,16.00458,29.84515,1.86479,0.06835,14.73712,274.16811,288.90523,"Vaskes","Leeward","South Shore","Vaskess Bay","Vaskess Bay",0,0,2.15814917702123
"191","2019","Very Low","VL4","37",2,1,16.00275,30.41518,1.90062,0.060067,-0.38502,118.53327,118.14825,"Vaskes","Leeward","South Shore","Vaskess Bay","Vaskess Bay",0,0,2.15746625001327
"192","2019","Very Low","VL4","37",3,1,16.00956,33.6178,2.09986,0.07258,4.91253,82.97602,87.88855,"Vaskes","Leeward","South Shore","Vaskess Bay","Vaskess Bay",0,0,2.14498762867622
"241","2016a","Very Low","VL3","5",1,1,16.00809,33.25304,2.07727,0.06162,6.08371,68.8912,74.97491,"Vaskes","Leeward","South Shore","Vaskess Bay","Vaskess Bay",0,0,2.14767829035458
"243","2016a","Very Low","VL3","5",2,1,16.02444,29.35137,1.83166,0.06874,0,62.0762,62.0762,"Vaskes","Leeward","South Shore","Vaskess Bay","Vaskess Bay",0,0,2.14670240638623
"245","2016a","Very Low","VL3","5",3,1,16.01392,30.03482,1.87555,0.05777,-13.73491,6.42602,-7.30889,"Vaskes","Leeward","South Shore","Vaskess Bay","Vaskess Bay",0,0,2.14749199182667
"247","2016a","Very High","VH1","27",1,1,15.99872,23.33884,1.45879,0.04203,1.13821,252.28474,253.42295,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",7276,85.2994724485445,2.14455009128416
"248","2016a","Very High","VH1","27",2,1,16.00637,21.88405,1.36721,0.02719,-26.41165,270.07637,243.66472,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",7276,85.2994724485445,2.14516362456248
"249","2016a","Very High","VH1","27",3,1,16.00602,19.85504,1.24047,0.02553,-3.05214,307.80933,304.75719,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",7276,85.2994724485445,2.14883646030651
"250","2016a","Very High","VH3","30",1,1,16.0047,33.06914,2.06621,0.05062,25.73039,65.20097,90.93137,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",5085.68478,71.3139872675761,2.14917879674969
"251","2016a","Very High","VH3","30",2,1,15.99734,25.88852,1.6183,0.05386,-9.84229,342.65283,332.81054,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",5085.68478,71.3139872675761,2.1555165354885
"252","2016a","Very High","VH3","30",3,1,16.01265,28.2555,1.76457,0.05165,8.47491,214.71545,223.19036,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",5085.68478,71.3139872675761,2.15240772948479
"253","2016a","Medium","M1","8",1,1,16.01002,25.65982,1.60274,0.04437,35.25515,148.14125,183.39639,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15610568224629
"255","2016a","Medium","M1","8",2,1,16.01089,29.37194,1.8345,0.06188,35.26821,133.14782,168.41602,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15185006810223
"257","2016a","Medium","M1","8",3,1,16.01619,27.11764,1.69314,0.04143,0.55821,145.41329,145.9715,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.1554488683268
"259","2016a","Very High","VH2","32",1,1,16.01018,26.67415,1.66608,0.04946,3.26793,40.52219,43.79011,"N.Lagoon","Leeward","Leeward","Leeward","Mid Lagoon",4860.7457,69.7190483297069,2.15508782514408
"260","2016a","Very High","VH2","32",2,1,16.01751,23.21297,1.44922,0.03832,-3.06318,240.45119,237.38802,"N.Lagoon","Leeward","Leeward","Leeward","Mid Lagoon",4860.7457,69.7190483297069,2.16874584002818
"261","2016a","Very High","VH2","32",3,1,16.00649,22.33214,1.39519,0.03423,-3.09149,203.96426,200.87276,"N.Lagoon","Leeward","Leeward","Leeward","Mid Lagoon",4860.7457,69.7190483297069,2.16148388603718
"262","2016a","Medium","M3","34",1,1,16.00813,26.66426,1.66567,0.04254,-8.86246,221.65004,212.78759,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.16291583268268
"263","2016a","Medium","M3","34",2,1,16.00371,26.13256,1.63291,0.04723,29.84115,172.63352,202.47467,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15902122937076
"264","2016a","Medium","M3","34",3,1,16.0047,26.37028,1.64766,0.05124,9.38065,238.33426,247.71491,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15004488762432
"265","2016a","Medium","M2","35",1,1,16.00598,25.87371,1.6165,0.04486,21.33286,107.65685,128.98971,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15376047953452
"266","2016a","Medium","M2","35",2,1,16.00736,28.50517,1.78075,0.05439,21.99476,239.08643,261.08119,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.14704962306757
"267","2016a","Very Low","VL1","15",1,1,15.98617,30.93119,1.93487,0.06518,-0.60902,36.43954,35.83052,"BOW","Windward","Windward","Bay of Wrecks","Bay of Wrecks",0,0,2.14516697088215
"286","2016b","Very Low","VL3","5",1,1,16.00811,32.90579,2.05557,0.05751,16.0358,87.29968,103.33549,"Vaskes","Leeward","South Shore","Vaskess Bay","Vaskess Bay",0,0,2.15341019791121
"287","2016b","Very Low","VL3","5",2,1,16.02397,27.86912,1.73921,0.04673,-3.20336,-9.1204,-12.32376,"Vaskes","Leeward","South Shore","Vaskess Bay","Vaskess Bay",0,0,2.13843634263811
"288","2016b","Very Low","VL3","5",3,1,16.01407,27.46293,1.71493,0.04831,14.88754,53.57608,68.46362,"Vaskes","Leeward","South Shore","Vaskess Bay","Vaskess Bay",0,0,2.15955496111754
"289","2016b","Medium","M1","8",1,1,16.01301,27.23371,1.70072,0.05503,9.71502,155.63292,165.34795,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15646619943927
"290","2016b","Medium","M1","8",2,1,16.00826,28.33013,1.76972,0.05089,40.58236,104.37551,144.95787,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15680861444927
"291","2016b","Medium","M1","8",3,1,16.01748,26.71418,1.66781,0.04224,3.66061,111.50762,115.16822,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.16203585727568
"292","2016b","Very High","VH1","27",1,1,15.99962,21.88293,1.36772,0.02505,-12.45854,210.87343,198.41489,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",7276,85.2994724485445,2.15705903567047
"293","2016b","Very High","VH1","27",2,1,16.00517,21.58536,1.34865,0.02355,-6.27456,158.01183,151.73727,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",7276,85.2994724485445,2.15413043566562
"294","2016b","Very High","VH1","27",3,1,16.00472,19.87868,1.24205,0.02109,4.10534,297.89346,301.9988,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",7276,85.2994724485445,2.15272240010523
"295","2016b","Very High","VH2","32",1,1,16.00932,26.61554,1.6625,0.04816,6.33319,128.55335,134.88654,"N.Lagoon","Leeward","Leeward","Leeward","Mid Lagoon",4860.7457,69.7190483297069,2.15822950856534
"296","2016b","Very High","VH2","32",2,1,16.01919,23.08373,1.44101,0.03666,-5.86491,248.72966,242.86474,"N.Lagoon","Leeward","Leeward","Leeward","Mid Lagoon",4860.7457,69.7190483297069,2.15438734941197
"297","2016b","Very High","VH2","32",3,1,16.00698,21.68907,1.35498,0.03241,-0.37499,210.00923,209.63424,"N.Lagoon","Leeward","Leeward","Leeward","Mid Lagoon",4860.7457,69.7190483297069,2.15434639022109
"298","2016b","Very Low","VL1","15",1,1,15.97978,32.04117,2.00511,0.06697,-22.85844,131.08184,108.22339,"BOW","Windward","Windward","Bay of Wrecks","Bay of Wrecks",0,0,2.15280666825078
"299","2016b","Very Low","VL1","15",2,1,16.00753,38.64276,2.41404,0.07765,36.77196,-89.77355,-53.00159,"BOW","Windward","Windward","Bay of Wrecks","Bay of Wrecks",0,0,2.15205179169113
"300","2016b","Very Low","VL1","15",3,1,16.00741,41.45378,2.58966,0.08752,-15.91858,-8.5032,-24.42178,"BOW","Windward","Windward","Bay of Wrecks","Bay of Wrecks",0,0,2.15330265818519
"301","2016b","Very Low","VL3","19",1,1,16.00101,28.95258,1.80942,0.05326,-2.31195,45.46934,43.15739,"BOW","Windward","Windward","Bay of Wrecks","Bay of Wrecks",0,0,2.15264562810589
"302","2016b","Very Low","VL3","19",2,1,16.00523,28.56032,1.78444,0.05751,14.07217,53.99017,68.06234,"BOW","Windward","Windward","Bay of Wrecks","Bay of Wrecks",0,0,2.15321967393317
"303","2016b","Very High","VH3","30",1,1,16.00681,31.03606,1.93893,0.04051,2.47788,293.09005,295.56793,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",5085.68478,71.3139872675761,2.1521475864962
"304","2016b","Very High","VH3","30",2,1,15.99858,25.59293,1.5997,0.04236,-2.83866,298.55999,295.72134,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",5085.68478,71.3139872675761,2.15212480584555
"305","2016b","Very High","VH3","30",3,1,16.01256,26.1785,1.63487,0.03905,-8.39441,232.88883,224.49442,"N.Lagoon","Leeward","Leeward","Leeward","North Lagoon",5085.68478,71.3139872675761,2.1540357211137
"306","2016b","Medium","M3","34",1,1,16.00775,26.05859,1.62787,0.04429,-9.7324,176.91624,167.18384,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.14675007545315
"307","2016b","Medium","M3","34",2,1,16.0048,25.17864,1.57319,0.04092,27.97808,145.31572,173.2938,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15183387653871
"308","2016b","Medium","M3","34",3,1,16.00619,25.12955,1.56999,0.04026,24.78518,142.49127,167.27645,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.16326345223281
"309","2016b","Medium","M2","35",1,1,16.00581,24.95063,1.55885,0.03841,23.09749,160.48995,183.58744,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15583979102815
"310","2016b","Medium","M2","35",2,1,16.00442,27.69086,1.7302,0.046,29.36328,227.53426,256.89755,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15199805739905
"311","2016b","Medium","M2","35",3,1,16.00582,31.22179,1.95065,0.0547,1.52972,199.15733,200.68704,"S.Lagoon","Leeward","Leeward","Leeward","South Lagoon",1212.82819,34.8256829078771,2.15189077024064
