Year,site,ppq,digitizer,OBJECTID *,SHAPE *,Benthic_Morphology,SHAPE_Length,SHAPE_Area,Z_Min,Z_Max,Z_Mean,SArea,Min_Slope,Max_Slope,Avg_Slope
2017,5,1,BS,28,Polygon,Macroalgae,0.061389,0.000239,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2017,5,1,BS,29,Polygon,Live_Encrusting,0.249751,0.002552,4.192171,4.345104,4.234398,0.005809,10.021736,1522.451183,833.808673
2017,5,1,BS,30,Polygon,Macroalgae,0.470112,0.003726,4.510743,4.572647,4.541341,0.002107,59.460671,306.666336,200.162647
2017,5,1,BS,31,Polygon,Macroalgae,0.140012,0.000806,4.649394,4.660017,4.655552,0.000133,64.910956,103.586617,87.715071
2017,5,1,BS,32,Polygon,Macroalgae,0.417043,0.002542,4.557407,4.69112,4.640326,0.001802,56.466426,577.619341,294.911073
2017,5,1,BS,33,Polygon,Macroalgae,0.833303,0.009958,4.338663,4.649145,4.518528,0.019583,35.851175,1717.656308,906.501777
2017,5,1,BS,34,Polygon,Macroalgae,0.177315,0.001034,4.587038,4.626622,4.609971,0.001224,21.337523,96.931601,62.586869
2017,5,1,BS,35,Polygon,Macroalgae,0.077046,0.000276,4.57759,4.598853,4.586591,0.000323,25.514977,136.514459,82.845342
2017,5,1,BS,36,Polygon,Macroalgae,1.341426,0.023766,4.196515,4.473579,4.353994,0.041393,8.688141,2262.891227,323.776222
2017,5,1,BS,37,Polygon,Macroalgae,0.077253,0.000411,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2017,5,1,BS,38,Polygon,Macroalgae,0.718964,0.003486,4.398876,4.440101,4.422386,0.000778,33.798444,144.659883,100.956123
2017,5,1,BS,39,Polygon,Macroalgae,0.194945,0.000821,4.371918,4.396172,4.385393,0.000377,27.514184,9745.077442,110.726629
2017,5,1,BS,40,Polygon,Macroalgae,0.197157,0.000897,4.365149,4.446278,4.419784,0.00211,46.32078,633.492133,296.699386
2017,5,1,BS,41,Polygon,Macroalgae,0.175322,0.00088,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2017,5,1,BS,42,Polygon,Macroalgae,0.087122,0.000459,4.358392,4.41313,4.382413,0.001034,187.988624,221.852814,202.429929
2017,5,1,BS,43,Polygon,Macroalgae,0.298143,0.002225,4.400989,4.447013,4.433792,0.002796,8.541127,257.13743,80.488907
2017,5,1,BS,44,Polygon,Macroalgae,0.203189,0.001601,4.339104,4.356272,4.349322,0.000876,22.911727,136.118332,75.143163
2017,5,1,BS,45,Polygon,Macroalgae,0.047931,0.000085,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2017,5,1,BS,46,Polygon,Live_SubMassive,1.541581,0.023394,4.219886,4.372299,4.274475,0.006445,21.752782,562.682697,198.516011
2017,5,1,BS,48,Polygon,Live_SubMassive,0.145792,0.001142,4.39695,4.413993,4.407838,0.000665,27.53272,156.989421,68.543374
2017,5,1,BS,49,Polygon,Live_Encrusting,0.094885,0.000592,4.582268,4.592154,4.588196,0.000364,11.249846,63.168901,29.033034
2017,5,1,BS,50,Polygon,Live_Encrusting,0.094565,0.000551,4.594115,4.603235,4.599494,0.000594,17.70825,81.894064,39.540228
2017,5,1,BS,51,Polygon,Macroalgae,0.160531,0.000986,4.46848,4.508702,4.481168,0.000813,41.817589,520.591089,224.27712
2017,5,1,BS,52,Polygon,Macroalgae,0.10606,0.000579,4.558418,4.586934,4.564306,0.000719,2.736243,238.12821,80.341145
2017,5,1,BS,53,Polygon,Macroalgae,1.213963,0.016999,4.374829,4.607,4.478734,0.040863,9.879204,1046.241862,371.990148
2017,5,1,BS,54,Polygon,Macroalgae,0.089121,0.000451,4.4208,4.427599,4.424557,0.000476,7.029856,134.268629,29.635242
2017,5,1,BS,55,Polygon,Macroalgae,0.125318,0.000688,4.358223,4.42032,4.386012,0.001482,61.83807,347.947736,216.774881
2017,5,1,BS,56,Polygon,Macroalgae,0.12428,0.000655,4.3756,4.387963,4.381221,0.000716,0,99.355427,40.053498
2017,5,1,BS,57,Polygon,Dead_Branching,0.032567,0.000015,4.427321,4.443931,4.435617,0.00003,152.395629,191.512077,175.930855
2017,5,1,BS,58,Polygon,Dead_Branching,0.055861,0.000021,4.385712,4.405566,4.39114,0.000074,141.587375,618.173469,394.476303
2017,5,1,BS,59,Polygon,Dead_Branching,2.249625,0.086375,4.324527,4.638394,4.539622,0.153033,7.112067,9661.491402,238.827931
2017,5,1,BS,60,Polygon,Dead_Branching,0.558842,0.004995,4.385916,4.460526,4.422885,0.007504,20.271321,552.520935,151.897285
2017,5,1,BS,61,Polygon,Dead_Branching,0.112467,0.000539,4.415223,4.557405,4.484333,0.003432,183.240004,822.679699,660.758904
2017,5,1,BS,62,Polygon,Dead_Branching,0.396295,0.005661,4.3773,4.443931,4.394395,0.007482,9.586276,311.79707,97.377214
2017,5,1,BS,63,Polygon,Dead_Branching,1.759513,0.058914,4.285757,4.453203,4.387146,0.082421,3.257542,600.119064,125.95235
2017,5,1,BS,64,Polygon,Live_SubMassive,0.598214,0.018373,4.423284,4.515642,4.473157,0.024392,19.130066,402.917052,118.065305
2017,5,1,BS,65,Polygon,Macroalgae,0.079291,0.000314,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2017,5,1,BS,66,Polygon,Macroalgae,0.252586,0.001894,4.450035,4.462103,4.456675,0.000686,22.584784,78.277519,53.969598
2017,5,1,BS,67,Polygon,Macroalgae,0.215006,0.001834,4.412189,4.456329,4.432546,0.001281,11.33757,277.026614,101.902465
2017,5,1,BS,68,Polygon,Macroalgae,0.464756,0.004468,4.451737,4.472928,4.460392,0.002566,5.003931,88.358556,34.485251
2017,5,1,BS,69,Polygon,Macroalgae,1.113223,0.008851,4.354744,4.494961,4.420082,0.007563,13.516821,884.184319,328.604888
2017,5,1,BS,70,Polygon,Macroalgae,2.069956,0.053984,4.302051,4.504832,4.377792,0.078186,11.442882,2345.350977,186.800433
2017,5,1,BS,71,Polygon,Dead_Branching,0.69368,0.019392,4.297274,4.406016,4.362666,0.023252,9.08773,434.693608,102.004878
2017,5,1,BS,72,Polygon,Macroalgae,0.553338,0.005773,4.38513,4.492452,4.45875,0.006586,9.927978,360.196947,113.490866
2017,5,1,BS,73,Polygon,Macroalgae,0.396079,0.002807,4.472512,4.498132,4.489093,0.002,5.185864,222.062574,47.728835
2017,5,1,BS,74,Polygon,Live_SubMassive,7.731289,0.10681,3.960822,4.504638,4.309261,0.124294,3.427525,10000,224.536953
2017,5,1,BS,75,Polygon,Live_SubMassive,0.086288,0.000508,4.162923,4.174255,4.168913,0.000225,42.863812,61.85139,51.804879
2017,5,1,BS,76,Polygon,Live_SubMassive,0.230832,0.002996,4.309459,4.376823,4.362525,0.002972,10.919443,817.706509,216.882789
2017,5,1,BS,77,Polygon,Live_Massive,0.224843,0.002876,4.25836,4.362212,4.321165,0.004827,11.132579,1634.609856,407.538973
2017,5,1,BS,78,Polygon,Live_Massive,0.337117,0.004156,4.287262,4.370531,4.333397,0.00393,32.688614,330.290195,110.097156
2017,5,1,BS,79,Polygon,Macroalgae,0.50597,0.004402,4.384083,4.473835,4.425432,0.002773,6.493376,263.663804,106.904743
2017,5,1,BS,80,Polygon,Macroalgae,0.06328,0.000257,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2017,5,1,BS,81,Polygon,Macroalgae,0.173805,0.001034,4.359693,4.365765,4.362422,0.000326,21.467514,53.296449,37.989244
2017,5,1,BS,82,Polygon,Macroalgae,0.81102,0.01132,4.044536,4.453276,4.217756,0.042884,11.073023,10000,1019.717215
2017,5,1,BS,83,Polygon,Live_Encrusting,0.508446,0.0114,4.025012,4.230595,4.092786,0.027544,11.975413,10000,807.274754
2017,5,1,BS,84,Polygon,Macroalgae,0.669562,0.007505,4.342476,4.450234,4.389778,0.007781,51.706032,1456.966893,150.813252
2017,5,1,BS,85,Polygon,Macroalgae,0.832056,0.009821,4.378661,4.565442,4.455433,0.015943,17.573094,2271.562797,285.067461
2017,5,1,BS,86,Polygon,Macroalgae,0.636572,0.007413,4.417295,4.516182,4.472468,0.005965,5.157722,853.854333,88.055054
2017,5,1,BS,87,Polygon,Macroalgae,0.938881,0.013449,4.361355,4.499806,4.442428,0.018254,0.801489,720.535648,142.468334
2017,5,1,BS,88,Polygon,Live_SubMassive,0.141707,0.001124,4.380414,4.394756,4.387546,0.00126,23.464158,70.004168,49.996946
2017,5,1,BS,89,Polygon,Live_SubMassive,1.220369,0.014993,4.46556,4.571816,4.516307,0.001958,276.072509,768.581651,464.334965
2017,5,1,BS,92,Polygon,Macroalgae,0.415869,0.003482,4.350675,4.415797,4.369996,0.00307,13.191869,301.729233,95.958197
2017,5,1,BS,93,Polygon,Macroalgae,0.590832,0.009146,4.366162,4.487291,4.438237,0.011501,10.167723,2876.887843,209.447054
2017,5,1,BS,94,Polygon,Macroalgae,0.157167,0.000703,4.408508,4.435296,4.421695,0.000314,81.141291,140.003342,124.24268
2017,5,1,BS,95,Polygon,Macroalgae,0.125767,0.000659,4.379292,4.403176,4.39177,0.000327,123.712179,151.264224,141.435414
2017,5,1,BS,96,Polygon,Macroalgae,0.157322,0.000973,4.442143,4.459209,4.449844,0.000419,15.612457,316.54471,81.822194
2017,5,1,BS,97,Polygon,Macroalgae,0.33245,0.003606,4.43595,4.520066,4.472329,0.002688,35.288703,518.481917,147.371512
2017,5,1,BS,98,Polygon,Macroalgae,0.33233,0.002069,4.259801,4.486006,4.394976,0.00602,37.63859,1442.616268,684.833688
2017,5,1,BS,99,Polygon,Macroalgae,0.540482,0.005435,4.25139,4.45748,4.331106,0.00873,5.697116,5065.426402,505.434832
2017,5,1,BS,100,Polygon,Live_SubMassive,0.250297,0.003712,4.364912,4.520483,4.465669,0.010062,51.306727,1460.161488,669.714112
2017,5,1,BS,101,Polygon,Live_Encrusting,0.668392,0.010645,4.269911,4.355251,4.303574,0.011716,13.233669,1208.645889,191.959688
2017,5,1,BS,102,Polygon,Live_Encrusting,0.097112,0.000661,4.259343,4.263525,4.26088,0.000326,12.046266,47.970035,22.853668
2017,5,1,BS,103,Polygon,Live_Massive,0.787248,0.037304,4.330331,4.4828,4.45628,0.04273,1.69754,10000,147.738488
2017,5,1,BS,104,Polygon,Live_SubMassive,0.262586,0.004659,4.413204,4.482852,4.457559,0.004613,14.578204,352.460764,112.446257
2017,5,1,BS,105,Polygon,Macroalgae,0.10843,0.000392,4.465624,4.483664,4.478615,0.000245,45.506604,101.034529,65.582645
2017,5,1,BS,106,Polygon,Macroalgae,0.085417,0.000254,4.457129,4.47407,4.467534,0.000287,8.775096,87.757685,49.784761
2017,5,1,BS,107,Polygon,Dead_Branching,0.855368,0.017392,4.383108,4.488167,4.444651,0.026117,8.058097,353.76398,145.784927
2017,5,1,BS,108,Polygon,Dead_Branching,0.814227,0.038606,4.302281,4.420238,4.371087,0.047201,4.570813,1627.730725,95.407509
2017,5,1,BS,109,Polygon,Dead_Branching,0.739589,0.031549,4.2554,4.380469,4.338439,0.044567,14.695088,1041.475414,166.595675
2017,5,1,BS,110,Polygon,Dead_Branching,1.501288,0.067121,4.179048,4.512777,4.389654,0.101087,9.887554,10000,200.048699
2017,5,1,BS,111,Polygon,Live_Massive,0.63201,0.013598,4.262494,4.370811,4.320291,0.018831,14.999574,620.15085,135.142515
2017,5,1,BS,112,Polygon,Macroalgae,0.312506,0.004664,4.340278,4.428685,4.395256,0.009037,21.247291,1250.685335,324.930641
2017,5,1,BS,113,Polygon,Macroalgae,0.890366,0.028217,4.231237,4.433146,4.318854,0.039972,4.525789,865.621408,185.092664
2017,5,1,BS,114,Polygon,Macroalgae,0.537472,0.005916,4.198969,4.325589,4.261293,0.011458,18.379146,723.26993,250.675038
2017,5,1,BS,115,Polygon,Live_Foliose,2.63279,0.128949,4.310995,4.394841,4.350846,0.00425,112.823774,284.527449,198.603079
2017,5,1,BS,117,Polygon,Dead_Foliose,1.154614,0.02336,4.201476,4.461183,4.288434,0.056986,10.633312,1541.464331,449.348846
2017,5,1,BS,118,Polygon,Dead_Branching,0.622431,0.022181,4.217446,4.280944,4.253567,0.02312,8.389035,238.796553,65.211087
2017,5,1,BS,119,Polygon,Dead_Branching,0.827008,0.034598,4.105325,4.27959,4.231126,0.052074,14.874522,1695.760992,208.549451
2017,5,1,BS,120,Polygon,Live_Porites,0.745963,0.023538,4.199302,4.25062,4.230365,0.022876,3.492618,157.116752,50.037293
2017,5,1,BS,121,Polygon,Live_Porites,2.146053,0.033237,4.277431,4.534858,4.420838,0.031669,9.846256,4110.288704,142.861903
2017,5,1,BS,122,Polygon,Live_Porites,0.530879,0.01521,4.187035,4.353149,4.229318,0.025501,8.184541,10000,396.097119
2017,5,1,BS,123,Polygon,Live_Porites,0.167171,0.001683,4.126308,4.164048,4.141336,0.001599,26.523046,639.7994,164.029674
2017,5,1,BS,124,Polygon,Live_Encrusting,0.383258,0.007391,4.131022,4.154735,4.1446,0.005433,0.274508,2383.231385,29.1358
2017,5,1,BS,125,Polygon,Dead_Branching,1.463458,0.11258,4.139691,4.513803,4.343783,0.236139,10.435973,10000,354.616956
2017,5,1,BS,126,Polygon,Dead_Branching,0.691997,0.028442,4.3479,4.4837,4.420328,0.036329,13.128674,1240.923,122.470789
2017,5,1,BS,127,Polygon,Dead_Branching,0.384669,0.008272,4.367879,4.497201,4.441944,0.011798,37.415341,560.273827,199.754594
2017,5,1,BS,128,Polygon,Live_Massive,1.090614,0.077056,4.088963,4.375153,4.300536,0.122896,9.252815,4798.75754,257.88934
2017,5,1,BS,129,Polygon,Live_SubMassive,0.31418,0.003981,4.162801,4.238849,4.208866,0.006196,25.880592,579.319599,313.221914
2017,5,1,BS,130,Polygon,Live_SubMassive,1.195798,0.046433,4.023793,4.191416,4.079502,0.050877,1.987835,3318.471752,104.189998
2017,5,1,BS,131,Polygon,Live_SubMassive,0.35952,0.006452,4.128409,4.20697,4.175158,0.00757,15.029606,3953.993865,166.380105
2017,5,1,BS,132,Polygon,Live_SubMassive,1.101214,0.021705,4.105913,4.180523,4.146165,0.013995,7.214283,4677.649363,93.485348
2017,5,1,BS,135,Polygon,Dead_Branching,0.434335,0.008339,4.138736,4.197787,4.180263,0.007004,16.604567,716.588829,76.389725
2017,5,1,BS,136,Polygon,Dead_Branching,1.540369,0.14679,4.185798,4.448977,4.34513,0.228704,1.289212,10000,169.374199
2017,5,1,BS,137,Polygon,Dead_Branching,0.499396,0.015047,3.873908,4.300638,4.019695,0.038729,16.976768,10000,934.879394
2017,5,1,BS,138,Polygon,Dead_Branching,0.518405,0.008619,3.992563,4.28329,4.192611,0.025374,67.281968,10000,799.151806
2017,5,1,BS,139,Polygon,Dead_Branching,0.400315,0.010771,4.090472,4.203187,4.147645,0.016428,18.371257,4398.697226,174.097581
2017,5,1,BS,140,Polygon,Live_Encrusting,0.230303,0.002521,4.303061,4.438972,4.353106,0.00346,48.993811,10000,627.916626
2017,5,1,BS,141,Polygon,Live_Encrusting,1.330889,0.026231,4.147268,4.226353,4.16026,0.001791,4.332693,3815.581641,409.532525
2017,5,1,BS,143,Polygon,Dead_Branching,0.695922,0.031905,4.162084,4.334824,4.271854,0.044101,8.94789,10000,185.989094
2017,5,1,BS,144,Polygon,Live_Encrusting,0.147482,0.001523,4.34189,4.356781,4.350653,0.000767,23.574439,67.244213,42.141653
2017,5,1,BS,145,Polygon,Live_Encrusting,0.162955,0.001499,4.335373,4.3476,4.342803,0.000521,14.141111,43.259248,28.100245
2017,5,1,BS,146,Polygon,Live_Encrusting,0.179325,0.002295,4.08094,4.115107,4.095507,0.002505,21.497982,228.807732,92.727776
2017,5,1,BS,147,Polygon,Live_Encrusting,0.189657,0.00258,4.456038,4.478416,4.464254,0.001837,11.981131,536.184797,51.864935
2017,5,1,BS,148,Polygon,Live_Massive,0.706897,0.036566,4.14951,4.268261,4.230441,0.049093,13.143368,641.49729,128.783784
2017,5,1,BS,149,Polygon,Live_Massive,0.168791,0.002102,4.155725,4.179569,4.169688,0.001288,18.947898,101.196106,59.492352
2017,5,1,BS,150,Polygon,Live_Encrusting,0.108443,0.00084,4.31477,4.329149,4.321515,0.000358,59.78012,70.950709,64.878897
2017,5,1,BS,151,Polygon,Live_Encrusting,0.113745,0.00089,4.183152,4.242569,4.205476,0.00101,63.809303,407.43073,236.839572
2017,5,1,BS,152,Polygon,Live_Massive,1.087482,0.01238,4.246829,4.318552,4.286945,0.003543,63.59766,345.091013,144.905153
2017,5,1,BS,157,Polygon,Live_SubMassive,0.14568,0.001392,4.373187,4.42099,4.393612,0.001069,91.158225,678.196157,155.009206
2017,5,1,BS,158,Polygon,Live_SubMassive,0.110156,0.000799,4.387662,4.406013,4.397919,0.00036,136.009982,188.030499,151.226455
2017,5,1,BS,159,Polygon,Live_Massive,0.249329,0.003002,4.137993,4.164957,4.147107,0.001739,10.554383,119.671804,38.235844
2017,5,1,BS,160,Polygon,Live_Massive,0.097017,0.000652,4.132142,4.151371,4.140991,0.000175,124.574677,159.992174,144.311643
2017,5,1,BS,161,Polygon,Live_Encrusting,0.142819,0.001307,4.169583,4.239331,4.188734,0.001004,13.581545,605.025223,282.829886
2017,5,1,BS,162,Polygon,Live_Encrusting,0.272606,0.003749,4.084749,4.136575,4.108375,0.003329,41.781262,453.179697,118.519155
2017,5,1,BS,163,Polygon,Live_Encrusting,0.324312,0.004946,4.067891,4.141871,4.092953,0.004715,1.629013,291.558956,129.34935
2017,5,1,BS,164,Polygon,Live_Encrusting,0.145176,0.001532,4.484147,4.513505,4.503492,0.001313,20.932215,441.016905,88.231706
2017,5,1,BS,165,Polygon,Live_SubMassive,0.296476,0.005973,4.066327,4.228299,4.112187,0.011641,21.189978,7856.133589,535.846847
2017,5,1,BS,166,Polygon,Live_SubMassive,0.608428,0.005198,4.176342,4.52583,4.392414,0.005002,2.637733,10000,281.811041
2017,5,1,BS,167,Polygon,Macroalgae,0.181528,0.001883,4.07104,4.086162,4.077064,0.00108,7.07123,300.020536,36.387102
2017,5,1,BS,168,Polygon,Live_Encrusting,0.380559,0.004192,4.176638,4.27314,4.205535,0.002686,18.671845,1793.39523,224.620276
2017,5,1,BS,169,Polygon,Live_Encrusting,0.079504,0.000442,4.388247,4.409133,4.401021,0.00019,64.717408,230.365992,158.109941
2017,5,1,BS,170,Polygon,Live_Encrusting,0.054952,0.000205,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2017,5,1,BS,171,Polygon,Live_Encrusting,0.377762,0.003661,4.383394,4.506909,4.448881,0.004403,18.438166,7884.660239,436.663626
2017,5,1,BS,172,Polygon,Live_Encrusting,0.165314,0.001998,4.254761,4.276638,4.267794,0.001296,17.065265,99.08068,60.331205
2017,5,1,BS,173,Polygon,Dead_Foliose,1.153527,0.055117,4.191611,4.3367,4.243495,0.068699,2.423847,4208.953626,133.258939
2017,5,1,BS,174,Polygon,Live_Encrusting,0.104644,0.000518,4.230125,4.258826,4.250059,0.000411,38.553597,297.827834,176.627547
2017,5,1,BS,175,Polygon,Dead_Foliose,0.023441,0.000024,4.386177,4.397739,4.393072,0.000038,125.405885,125.405885,125.405885
2017,5,1,BS,176,Polygon,Dead_Foliose,2.349083,0.203404,4.076535,4.398536,4.193628,0.254935,0.924499,5513.639486,112.070844
2017,5,1,BS,177,Polygon,Dead_Branching,0.675815,0.028882,4.041385,4.235438,4.095078,0.040075,4.695553,10000,322.827177
2017,5,1,BS,178,Polygon,Live_SubMassive,0.214248,0.003172,4.377953,4.405345,4.398295,0.002455,17.290323,140.874173,49.935694
2017,5,1,BS,179,Polygon,Live_Massive_Grooved,0.243012,0.003465,4.264085,4.332318,4.311054,0.002968,10.74347,293.317704,107.875178
2017,5,1,BS,180,Polygon,Live_Massive_Grooved,0.142259,0.00143,4.171935,4.21565,4.195217,0.001091,129.677418,1836.363797,154.768256
2017,5,1,BS,181,Polygon,Live_Massive_Grooved,0.131067,0.001254,4.379937,4.388187,4.383802,0.000788,10.272504,2007.144183,26.096065
2017,5,1,BS,182,Polygon,Macroalgae,0.31004,0.002858,4.335476,4.366537,4.357079,0.001198,8.730059,115.677879,61.635194
2017,5,1,BS,183,Polygon,Dead_Branching,0.735375,0.026591,4.313942,4.558762,4.408854,0.055724,4.026877,10000,495.169972
2017,5,1,BS,184,Polygon,Dead_Foliose,0.937874,0.022684,4.273397,4.393736,4.325958,0.028922,5.030763,408.055797,129.455472
2017,5,1,BS,185,Polygon,Live_Massive,0.645132,0.026729,4.659679,4.753631,4.724196,0.030199,6.939403,523.968264,94.749734
2017,5,1,BS,186,Polygon,Dead_Branching,2.070242,0.184244,4.379156,4.738231,4.631049,0.319007,8.812304,5864.046548,270.234283
2017,5,1,BS,187,Polygon,Live_SubMassive,0.144386,0.00105,4.544497,4.626013,4.597813,0.002064,114.153999,763.113018,384.916973
2017,5,1,BS,188,Polygon,Live_SubMassive,0.238533,0.001907,4.562921,4.65483,4.606185,0.006566,120.614393,705.439508,380.953635
2017,5,1,BS,189,Polygon,Live_Massive,0.112769,0.000813,4.31569,4.322812,4.319874,0.000318,21.267939,41.591154,34.422506
2017,5,1,BS,190,Polygon,Live_Encrusting,0.321622,0.00431,4.647268,4.690179,4.671207,0.002827,6.078505,1480.010036,70.346118
2017,5,1,BS,191,Polygon,Live_SubMassive,0.565022,0.006553,4.530854,4.660084,4.600512,0.009482,7.93978,1092.828449,345.112788
2017,5,1,BS,192,Polygon,Dead_SoftCoral,2.642596,0.294838,4.195022,4.680679,4.484739,0.459631,1.881907,10000,247.164622
2017,5,1,BS,193,Polygon,Macroalgae,0.261556,0.002681,4.295884,4.347777,4.318874,0.003631,14.108166,490.107197,202.015281
2017,5,1,BS,194,Polygon,Macroalgae,0.403543,0.008725,4.241402,4.337504,4.278516,0.009103,16.984165,215.250101,74.672598
2017,5,1,BS,195,Polygon,Macroalgae,0.213019,0.002353,4.227492,4.326191,4.259476,0.004279,74.198615,921.165264,461.799584
2017,5,1,BS,196,Polygon,Macroalgae,0.265645,0.001953,4.237263,4.342844,4.289973,0.005588,122.048314,8897.804879,622.688362
2017,5,1,BS,197,Polygon,Macroalgae,4.850924,0.175959,3.958973,4.314922,4.097284,0.216136,3.705295,5990.214117,120.853264
2017,5,1,BS,198,Polygon,Macroalgae,2.818023,0.082666,3.858696,4.252833,4.103703,0.12833,6.998326,8610.237481,214.468099
2017,5,1,BS,199,Polygon,Macroalgae,1.46183,0.021856,3.924772,4.226123,4.031003,0.034784,9.694991,10000,464.597634
2017,5,1,BS,200,Polygon,Macroalgae,1.011405,0.015031,3.805454,3.954105,3.895326,0.020492,8.35903,805.495871,290.784646
2017,5,1,BS,201,Polygon,Macroalgae,0.542902,0.007923,3.851042,3.986892,3.919904,0.009399,62.705408,387.174166,200.243332
2017,5,1,BS,202,Polygon,Macroalgae,2.364688,0.071453,3.96207,4.244012,4.127262,0.090856,0.877533,3470.983892,156.812628
2017,5,1,BS,203,Polygon,Macroalgae,0.761805,0.014431,4.196678,4.331608,4.249138,0.015173,5.905793,1955.050581,125.82046
2017,5,1,BS,204,Polygon,Macroalgae,0.266641,0.003548,4.084656,4.20874,4.152285,0.004022,62.18703,433.706553,200.298821
2017,5,1,BS,205,Polygon,Live_Massive,0.239496,0.003974,4.194356,4.217402,4.200727,0.003429,2.50076,322.975644,27.227212
2017,5,1,BS,206,Polygon,Live_SubMassive,1.011529,0.02422,4.125818,4.276628,4.218633,0.033442,11.268962,1382.027987,197.156994
2017,5,1,BS,207,Polygon,Macroalgae,0.127006,0.000579,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2017,5,1,BS,208,Polygon,Macroalgae,1.063416,0.016885,4.133108,4.268142,4.205715,0.01959,1.727488,9258.150778,209.345236
