Year,hum_dist,site,ppq,digitizer,OBJECTID *,SHAPE *,Benthic_Morphology,SHAPE_Length,SHAPE_Area,Z_Min,Z_Max,Z_Mean,SArea,Min_Slope,Max_Slope,Avg_Slope
2017,Very Low,37,2,LW,14,Polygon,Dead_Branching,0.59267,0.021435,4.494842,4.647792,4.550498,0.03012,11.869396,10000,171.205191
2017,Very Low,37,2,LW,15,Polygon,Live_Porites,0.732812,0.012474,4.444495,4.674756,4.594592,0.025811,7.956028,10000,750.851403
2017,Very Low,37,2,LW,16,Polygon,Macroalgae,0.88195,0.018313,4.374106,4.63468,4.520633,0.030238,26.583572,2644.023312,295.317219
2017,Very Low,37,2,LW,17,Polygon,Macroalgae,9.094287,0.349725,4.310541,4.767184,4.527411,0.605395,2.280277,10000,480.037637
2017,Very Low,37,2,LW,18,Polygon,Live_Branching,0.213836,0.00321,4.855411,4.896233,4.883843,0.002933,16.566906,205.013586,102.903507
2017,Very Low,37,2,LW,19,Polygon,Live_Encrusting,0.135368,0.001059,4.776729,4.836522,4.801281,0.00081,86.549313,340.441154,270.615466
2017,Very Low,37,2,LW,20,Polygon,Live_Encrusting,0.50772,0.004939,4.555254,4.669103,4.59731,0.004816,43.12009,726.343489,232.9339
2017,Very Low,37,2,LW,21,Polygon,Live_Porites,0.120146,0.00096,4.59464,4.616833,4.607534,0.000395,34.272063,137.613814,84.370868
2017,Very Low,37,2,LW,22,Polygon,Live_Porites,0.071716,0.000335,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2017,Very Low,37,2,LW,23,Polygon,Live_Porites,0.063634,0.000216,4.585382,4.615226,4.601846,0.000195,353.227725,434.646657,397.912689
2017,Very Low,37,2,LW,24,Polygon,Live_Porites,0.617182,0.009448,4.562367,4.649756,4.622775,0.009174,14.622146,10000,132.076077
2017,Very Low,37,2,LW,25,Polygon,Live_SubMassive,1.205131,0.029768,4.458484,4.680441,4.588702,0.039226,1.561426,879.827709,214.557108
2017,Very Low,37,2,LW,26,Polygon,Macroalgae,1.150613,0.012647,4.314353,4.693164,4.450965,0.010808,3.004074,10000,158.636544
2017,Very Low,37,2,LW,27,Polygon,Live_Encrusting,0.088572,0.000468,4.537636,4.555077,4.544754,0.000329,22.460535,145.510802,88.400496
2017,Very Low,37,2,LW,28,Polygon,Live_Porites,0.243965,0.003083,4.384772,4.546139,4.440102,0.005381,35.656115,10000,644.87615
2017,Very Low,37,2,LW,29,Polygon,Dead_Branching,0.540594,0.020742,4.723939,4.827797,4.782696,0.035328,11.82108,545.306028,158.375587
2017,Very Low,37,2,LW,30,Polygon,Macroalgae,2.901796,0.078299,4.480151,4.797661,4.685946,0.098589,2.241241,10000,151.79447
2017,Very Low,37,2,LW,31,Polygon,Macroalgae,0.241058,0.003966,4.561299,4.646626,4.622874,0.004112,7.786965,662.803851,174.227111
2017,Very Low,37,2,LW,32,Polygon,Live_Encrusting,0.073026,0.000363,4.633268,4.638204,4.635565,0.000111,27.74254,51.769202,38.297782
2017,Very Low,37,2,LW,33,Polygon,Live_Porites,1.056457,0.063966,4.451601,4.671021,4.611089,0.097559,18.006325,1936.778227,356.80269
2017,Very Low,37,2,LW,34,Polygon,Dead_Branching,0.870118,0.044413,4.373016,4.546165,4.441866,0.065431,10.202537,1821.506183,286.819274
2017,Very Low,37,2,LW,35,Polygon,Macroalgae,2.773992,0.085674,4.254139,4.619312,4.38044,0.125199,2.977347,4100.583609,329.705605
2017,Very Low,37,2,LW,36,Polygon,Live_SubMassive,0.14973,0.001573,4.241238,4.263008,4.256361,0.001288,23.647062,138.193163,71.351893
2017,Very Low,37,2,LW,37,Polygon,Live_Massive,0.095766,0.000611,4.257201,4.283132,4.271777,0.000337,110.674167,166.030945,137.218529
2017,Very Low,37,2,LW,38,Polygon,Live_Porites,1.876734,0.045568,4.260872,4.474995,4.398594,0.063367,9.022546,10000,350.346688
2017,Very Low,37,2,LW,39,Polygon,Live_Encrusting,0.095234,0.00065,4.342498,4.350469,4.345349,0.000233,26.005005,91.868991,45.912925
2017,Very Low,37,2,LW,40,Polygon,Live_Massive,0.352791,0.008931,4.337093,4.394416,4.374844,0.009714,15.071091,253.011772,91.596804
2017,Very Low,37,2,LW,41,Polygon,Live_Porites,0.682009,0.024288,4.295,4.370216,4.322559,0.024115,5.416161,651.050276,62.718296
2017,Very Low,37,2,LW,42,Polygon,Live_Encrusting,0.178216,0.002089,4.334423,4.362461,4.351281,0.001312,29.107744,134.118679,84.258281
2017,Very Low,37,2,LW,43,Polygon,Live_Encrusting,0.849903,0.027783,4.318791,4.438084,4.393597,0.027166,7.226255,754.852087,49.236582
2017,Very Low,37,2,LW,44,Polygon,Macroalgae,9.113656,0.360544,4.215322,4.612454,4.352797,0.425164,0,10000,144.471581
2017,Very Low,37,2,LW,45,Polygon,Live_Massive,0.12213,0.001019,4.375512,4.388085,4.383642,0.000739,21.081566,137.179885,47.977051
2017,Very Low,37,2,LW,46,Polygon,Live_Encrusting,0.121537,0.001047,4.356832,4.374631,4.365818,0.000655,14.569191,1364.124289,69.877689
2017,Very Low,37,2,LW,47,Polygon,Live_Massive,0.341406,0.00795,4.373755,4.454072,4.4267,0.009176,10.29896,3038.968968,124.105883
2017,Very Low,37,2,LW,48,Polygon,Live_Porites,0.57347,0.019372,4.358544,4.482906,4.40961,0.020434,7.517032,8131.100264,94.727044
2017,Very Low,37,2,LW,49,Polygon,Macroalgae,0.44975,0.007687,4.617363,4.708667,4.667527,0.00894,3.461445,386.379037,146.068071
2017,Very Low,37,2,LW,50,Polygon,Macroalgae,0.795622,0.025021,4.620884,4.754502,4.717596,0.026022,7.075756,10000,91.781962
2017,Very Low,37,2,LW,51,Polygon,Macroalgae,0.64541,0.015386,4.519004,4.69714,4.581822,0.019462,22.410896,2494.66537,200.218321
2017,Very Low,37,2,LW,52,Polygon,Macroalgae,0.211705,0.002918,4.508629,4.543253,4.526849,0.002007,37.415731,119.518637,75.731758
2017,Very Low,37,2,LW,53,Polygon,Macroalgae,0.345509,0.007273,4.439796,4.645787,4.547501,0.015487,47.132601,967.090071,388.624173
2017,Very Low,37,2,LW,54,Polygon,Macroalgae,0.294215,0.005666,4.421803,4.720458,4.556001,0.011464,30.512338,6033.382864,740.359762
2017,Very Low,37,2,LW,55,Polygon,Macroalgae,0.51853,0.009031,4.379632,4.538237,4.43712,0.017472,8.473891,10000,504.56771
2017,Very Low,37,2,LW,56,Polygon,Live_Encrusting,0.947402,0.011269,4.521731,4.615926,4.552017,0.008888,2.92778,2887.065565,80.032903
2017,Very Low,37,2,LW,57,Polygon,Macroalgae,1.47934,0.053921,4.483114,4.638158,4.554494,0.060311,3.371436,649.471308,90.201106
2017,Very Low,37,2,LW,58,Polygon,Live_Massive,1.09937,0.023198,4.231005,4.488211,4.405296,0.042901,10.525751,10000,446.076981
2017,Very Low,37,2,LW,59,Polygon,Live_Porites,0.536326,0.015008,4.163723,4.26675,4.190696,0.015789,2.524713,894.501365,162.550429
2017,Very Low,37,2,LW,60,Polygon,Live_Porites,0.470028,0.007881,4.405602,4.476002,4.441009,0.009042,12.20718,2277.451438,105.727669
2017,Very Low,37,2,LW,61,Polygon,Macroalgae,0.460064,0.009915,4.411815,4.49204,4.450408,0.016273,6.708483,486.146761,156.66063
2017,Very Low,37,2,LW,62,Polygon,Macroalgae,0.380929,0.008628,4.281749,4.318298,4.299443,0.009729,7.906662,378.747381,64.082792
2017,Very Low,37,2,LW,63,Polygon,Live_Encrusting,0.223702,0.002461,4.363221,4.458237,4.401846,0.004022,8.022573,1000.684675,291.719579
2017,Very Low,37,2,LW,64,Polygon,Live_Porites,0.505206,0.005268,4.438811,4.586942,4.501676,0.003087,36.072238,525.606861,81.259269
2017,Very Low,37,2,LW,65,Polygon,Live_Encrusting,0.202015,0.002291,4.280828,4.394638,4.327565,0.004215,81.236266,721.017069,454.497344
2017,Very Low,37,2,LW,66,Polygon,Macroalgae,0.471754,0.013605,4.24917,4.488639,4.345747,0.039773,13.621432,1882.415129,899.835695
2017,Very Low,37,2,LW,67,Polygon,Dead_Branching,0.523546,0.016261,4.387223,4.450916,4.428041,0.016367,2.722116,1206.51565,66.866693
2017,Very Low,37,2,LW,68,Polygon,Live_Porites,0.984637,0.049326,4.337816,4.460011,4.404797,0.060656,5.119802,1707.007584,97.767973
2017,Very Low,37,2,LW,69,Polygon,Macroalgae,1.127974,0.027284,4.330391,4.386513,4.352104,0.026514,7.21561,318.658279,69.734159
2017,Very Low,37,2,LW,70,Polygon,Dead_Branching,0.823015,0.048122,4.349836,4.54663,4.474517,0.080488,5.839047,1283.755781,190.423006
2017,Very Low,37,2,LW,71,Polygon,Rubble,0.187466,0.00086,4.2818,4.354303,4.307981,0.002269,5.314146,1187.890923,660.326227
2017,Very Low,37,2,LW,72,Polygon,Rubble,0.073472,0.000229,4.289384,4.297328,4.29376,0.000074,40.466064,55.153498,45.729043
2017,Very Low,37,2,LW,73,Polygon,Rubble,19.327782,1.528723,4.256238,4.672031,4.453434,2.282007,0.986626,10000,171.430278
2017,Very Low,37,2,LW,74,Polygon,Live_Massive,0.538312,0.019981,4.3345,4.417978,4.379017,0.022497,23.864577,5055.525559,71.571526
2017,Very Low,37,2,LW,75,Polygon,Macroalgae,49.952433,1.693029,4.150452,4.686824,4.389528,2.191437,0,10000,165.710351
2017,Very Low,37,2,LW,76,Polygon,Live_Branching,0.300884,0.004586,4.385002,4.430518,4.409003,0.003404,11.644138,210.730069,86.728742
2017,Very Low,37,2,LW,77,Polygon,Live_Porites,0.198464,0.002811,4.393499,4.444657,4.427821,0.002765,18.336236,386.279257,182.160118
2017,Very Low,37,2,LW,78,Polygon,Live_Porites,0.232147,0.003668,4.402297,4.453184,4.439155,0.002571,22.076779,380.056507,81.460522
2017,Very Low,37,2,LW,79,Polygon,Live_Porites,3.825646,0.143979,4.283419,4.665149,4.515446,0.182589,5.080232,9113.124263,226.059123
2017,Very Low,37,2,LW,80,Polygon,Live_Porites,0.3347,0.006048,4.471603,4.508152,4.489133,0.005506,6.715039,107.968411,54.732508
2017,Very Low,37,2,LW,81,Polygon,Live_Branching,0.633695,0.027523,4.503311,4.633497,4.59333,0.041985,12.709495,871.820854,219.7733
2017,Very Low,37,2,LW,82,Polygon,Macroalgae,1.254448,0.039837,4.420364,4.553257,4.471096,0.051633,2.685336,3292.013297,109.295843
2017,Very Low,37,2,LW,83,Polygon,Macroalgae,0.374804,0.005842,4.541842,4.611403,4.58774,0.005262,3.188619,2482.663687,86.169757
2017,Very Low,37,2,LW,84,Polygon,Live_Encrusting,0.174327,0.001586,4.58742,4.685428,4.631093,0.004048,25.958884,852.345737,366.32823
2017,Very Low,37,2,LW,85,Polygon,Live_Massive_Grooved,0.461129,0.006522,4.488025,4.594115,4.560318,0.0085,6.939139,311.203229,91.37516
2017,Very Low,37,2,LW,86,Polygon,Dead_Branching,1.47607,0.130466,4.49937,4.795616,4.6802,0.255965,5.376298,1297.992727,270.507361
2017,Very Low,37,2,LW,87,Polygon,Live_SubMassive,0.753011,0.01487,4.4852,4.583414,4.539791,0.022186,20.171287,472.803693,138.530769
2017,Very Low,37,2,LW,88,Polygon,Macroalgae,0.382516,0.006097,4.391982,4.528589,4.418657,0.007476,16.008987,443.968428,114.169073
2017,Very Low,37,2,LW,89,Polygon,Live_Encrusting,0.350122,0.003853,4.392676,4.419877,4.407571,0.002068,7.536562,334.551002,39.378666
2017,Very Low,37,2,LW,90,Polygon,Macroalgae,8.219141,0.23314,4.133481,4.396854,4.20889,0.284912,0.377831,10000,174.067497
2017,Very Low,37,2,LW,91,Polygon,Macroalgae,0.428355,0.01224,4.142807,4.289368,4.202849,0.020505,13.351648,604.525531,228.825618
2017,Very Low,37,2,LW,92,Polygon,Dead_Branching,0.932011,0.036072,4.142077,4.408682,4.262519,0.060032,11.975853,10000,208.475459
2017,Very Low,37,2,LW,93,Polygon,Live_SubMassive,0.496991,0.004912,4.386002,4.474205,4.416015,0.002603,18.303321,129.804192,70.753291
2017,Very Low,37,2,LW,94,Polygon,Live_Encrusting,0.128457,0.001036,4.286694,4.313139,4.302031,0.000775,31.648886,220.409381,175.900177
2017,Very Low,37,2,LW,95,Polygon,Live_Encrusting,0.406619,0.006902,4.284031,4.352642,4.317503,0.006084,10.715039,162.61845,67.18945
2017,Very Low,37,2,LW,96,Polygon,Rubble,0.224277,0.000109,4.560185,4.639577,4.583566,0.000208,50.742214,678.546406,212.266416
2017,Very Low,37,2,LW,97,Polygon,Rubble,0.211846,0.000069,4.43568,4.456703,4.44142,0.00008,23.8977,105.932079,55.771107
2017,Very Low,37,2,LW,98,Polygon,Live_Encrusting,0.241376,0.003209,4.533007,4.630007,4.589356,0.00641,5.110638,1085.885756,526.146495
2017,Very Low,37,2,LW,99,Polygon,Dead_Branching,0.592797,0.012509,4.532641,4.65692,4.603281,0.016149,13.284765,10000,159.529301
2017,Very Low,37,2,LW,100,Polygon,Live_Encrusting,0.224442,0.001108,4.464403,4.507791,4.479836,0.001337,10.996025,1015.121751,99.614952
2017,Very Low,37,2,LW,101,Polygon,Live_Porites,0.173625,0.001877,4.324525,4.337254,4.331301,0.00107,17.185607,116.954851,32.08574
2017,Very Low,37,2,LW,102,Polygon,Live_Porites,2.117806,0.11144,4.299241,4.536104,4.439862,0.132498,8.935094,1906.78496,92.256128
2017,Very Low,37,2,LW,103,Polygon,Macroalgae,2.070653,0.074023,4.150843,4.316937,4.210387,0.093448,1.799903,7037.625904,188.123451
2017,Very Low,37,2,LW,104,Polygon,Live_Encrusting,0.279734,0.004337,4.344324,4.437148,4.405113,0.006235,24.333185,537.125522,180.183769
2017,Very Low,37,2,LW,105,Polygon,Live_Encrusting,0.185095,0.001888,4.407619,4.425084,4.415591,0.000875,19.473855,68.241003,42.071249
2017,Very Low,37,2,LW,106,Polygon,Rubble,0.079835,0.000055,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2017,Very Low,37,2,LW,107,Polygon,Live_SubMassive,0.384475,0.007102,4.275069,4.361856,4.326116,0.010026,15.939992,1108.704547,196.176129
2017,Very Low,37,2,LW,108,Polygon,Live_Encrusting,0.359485,0.002628,4.422507,4.47601,4.451725,0.001468,108.605223,298.32465,190.234204
2017,Very Low,37,2,LW,109,Polygon,Live_Massive,0.20574,0.002785,4.31238,4.353407,4.339978,0.002547,23.229754,1780.329272,103.409176
2017,Very Low,37,2,LW,110,Polygon,Dead_Branching,0.371061,0.00848,4.290559,4.644491,4.463519,0.015733,11.094827,1981.603826,711.293172
2017,Very Low,37,2,LW,111,Polygon,Live_Porites,0.62534,0.02325,4.207392,4.364265,4.295962,0.039796,25.694826,769.750384,222.949491
2017,Very Low,37,2,LW,112,Polygon,Live_Encrusting,0.236258,0.003416,4.284317,4.38492,4.335662,0.004567,28.238297,284.616986,188.467957
2017,Very Low,37,2,LW,113,Polygon,Live_Porites,0.559928,0.021005,4.236615,4.325041,4.292697,0.032931,8.617255,1111.704736,158.973413
2017,Very Low,37,2,LW,114,Polygon,Live_Massive,0.211242,0.003254,4.268674,4.304104,4.292738,0.00304,12.505446,690.735137,84.998962
2017,Very Low,37,2,LW,115,Polygon,Live_Massive,0.175647,0.001989,4.259184,4.351178,4.305804,0.003684,78.839375,667.025473,337.584584
2017,Very Low,37,2,LW,116,Polygon,Live_Encrusting,0.316932,0.006372,4.22506,4.247908,4.231887,0.004728,3.324293,846.875656,20.046327
2017,Very Low,37,2,LW,117,Polygon,Live_Encrusting,0.20713,0.002396,4.184522,4.2164,4.205617,0.001496,7.119333,104.982614,46.577341
2017,Very Low,37,2,LW,118,Polygon,Live_Porites,0.244756,0.002195,4.271985,4.292553,4.285014,0.001489,22.449167,395.85893,75.903545
2017,Very Low,37,2,LW,119,Polygon,Macroalgae,0.326912,0.005387,4.258521,4.327155,4.299518,0.004395,34.220253,195.061829,91.155345
2017,Very Low,37,2,LW,120,Polygon,Macroalgae,2.37357,0.064544,4.205671,4.360983,4.263445,0.071373,2.564027,10000,128.795418
2017,Very Low,37,2,LW,121,Polygon,Live_Encrusting,0.16997,0.001782,4.297875,4.339293,4.322819,0.001136,15.752128,373.745652,103.384124
2017,Very Low,37,2,LW,122,Polygon,Live_Encrusting,0.15564,0.001014,4.300231,4.33952,4.317677,0.000601,75.418188,229.645606,158.292862
2017,Very Low,37,2,LW,123,Polygon,Live_Encrusting,0.0648,0.000244,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
2017,Very Low,37,2,LW,124,Polygon,Sand,0.228472,0.001283,4.371407,4.465924,4.408453,0.002191,42.356626,10000,439.056907
2017,Very Low,37,2,LW,125,Polygon,Sand,1.738198,0.054449,4.232191,4.484828,4.297989,0.113072,3.692819,10000,420.319973
2017,Very Low,37,2,LW,126,Polygon,Sand,1.114277,0.031379,4.221316,4.393179,4.277805,0.06363,7.728242,3304.404653,347.919056
2017,Very Low,37,2,LW,127,Polygon,Sand,1.242882,0.029687,4.133341,4.294343,4.177854,0.038624,3.504304,3166.138856,186.32764
2017,Very Low,37,2,LW,128,Polygon,Sand,1.546767,0.029259,4.137102,4.227862,4.170954,0.029497,4.307014,286.51922,38.955245
2017,Very Low,37,2,LW,129,Polygon,Sand,0.557101,0.008843,4.136489,4.163969,4.153522,0.007829,4.338244,1883.080158,22.244888
2017,Very Low,37,2,LW,130,Polygon,Sand,0.288115,0.003916,4.161937,4.183971,4.170506,0.002691,5.867743,323.376298,27.295006
2017,Very Low,37,2,LW,131,Polygon,Sand,0.231591,0.002561,4.13262,4.152181,4.139408,0.001755,5.998921,105.377771,38.525294
2017,Very Low,37,2,LW,132,Polygon,Sand,0.552583,0.010305,4.267375,4.33036,4.278995,0.010726,0.986177,662.645114,79.339774
2017,Very Low,37,2,LW,133,Polygon,Sand,0.301446,0.002847,4.15476,4.193789,4.173722,0.002279,10.845299,125.421394,52.514231
2017,Very Low,37,2,LW,134,Polygon,Sand,0.688684,0.011537,4.171155,4.217837,4.19253,0.010696,2.956219,287.964018,35.643506
2017,Very Low,37,2,LW,135,Polygon,Sand,1.941551,0.049237,4.156207,4.369263,4.235195,0.087397,6.221301,10000,489.511317
2017,Very Low,37,2,LW,136,Polygon,Sand,0.519586,0.009184,4.149653,4.214845,4.171004,0.008705,12.604447,10000,124.878295
2017,Very Low,37,2,LW,137,Polygon,Sand,0.328435,0.004093,4.242012,4.297746,4.261158,0.002909,5.46941,470.447182,94.22632
2017,Very Low,37,2,LW,138,Polygon,Sand,1.020675,0.019263,4.33021,4.560136,4.401189,0.024036,3.606438,1753.781325,470.19664
2017,Very Low,37,2,LW,139,Polygon,Sand,0.645242,0.008476,4.133767,4.188246,4.149462,0.006489,0.657998,184.940334,61.767162
2017,Very Low,37,2,LW,140,Polygon,Sand,0.318253,0.004083,4.142633,4.173047,4.155976,0.002482,5.63533,124.28372,31.789055
2017,Very Low,37,3,LW,1,Polygon,Dead_Massive,104.259143,9.243372,4.3009,5.850077,4.991076,15.626105,0,10000,414.057438
2017,Very Low,37,3,LW,1,Polygon,Dead_Branching,0.548498,0.018087,5.085789,5.188528,5.136517,0.021024,4.905051,340.024167,99.079092
2017,Very Low,37,3,LW,2,Polygon,Dead_Branching,0.927861,0.050734,5.193432,5.391927,5.338288,0.07861,7.972464,1483.667335,239.222502
2017,Very Low,37,3,LW,3,Polygon,Live_Porites,1.498377,0.076407,5.054294,5.350452,5.24927,0.113171,11.494311,10000,168.422535
2017,Very Low,37,3,LW,4,Polygon,Macroalgae,7.722374,0.270192,4.923055,5.42174,5.110771,0.386755,2.131589,10000,279.600965
2017,Very Low,37,3,LW,5,Polygon,Live_SubMassive,0.265132,0.002262,5.237391,5.297442,5.271662,0.000953,21.443643,257.97756,104.48838
2017,Very Low,37,3,LW,6,Polygon,Live_Porites,0.355246,0.007331,5.151085,5.416502,5.259156,0.018142,21.216626,10000,630.386438
2017,Very Low,37,3,LW,7,Polygon,Live_Encrusting,0.737567,0.01108,5.111693,5.349432,5.211447,0.010151,3.199872,10000,121.489086
2017,Very Low,37,3,LW,8,Polygon,Live_Encrusting,0.17986,0.002239,5.104699,5.12359,5.112999,0.001562,2.915755,259.243403,39.499505
2017,Very Low,37,3,LW,9,Polygon,Live_Encrusting,0.164738,0.001813,5.532241,5.546299,5.540858,0.001164,17.843424,441.086761,52.596589
2017,Very Low,37,3,LW,10,Polygon,Live_Porites,2.380249,0.122302,5.29914,5.624532,5.525591,0.141261,1.147992,10000,143.3412
2017,Very Low,37,3,LW,11,Polygon,Live_Porites,0.381991,0.004843,5.063982,5.144913,5.109109,0.004472,6.199276,733.120257,158.006602
2017,Very Low,37,3,LW,12,Polygon,Dead_Branching,1.063263,0.068438,4.974448,5.246941,5.135892,0.117175,17.625844,10000,237.871305
2017,Very Low,37,3,LW,13,Polygon,Dead_Branching,0.868902,0.046424,5.005498,5.306414,5.196707,0.093454,23.492671,10000,372.262769
2017,Very Low,37,3,LW,14,Polygon,Live_SubMassive,0.418115,0.008324,4.953696,5.115761,5.072896,0.014269,5.002022,1177.021572,401.879948
2017,Very Low,37,3,LW,15,Polygon,Live_SubMassive,0.319776,0.002392,4.991743,5.202425,5.097999,0.013664,8.007883,2419.633652,949.132459
2017,Very Low,37,3,LW,16,Polygon,Dead_Branching,0.873955,0.039943,5.084957,5.292242,5.216063,0.080476,13.427198,6739.511617,421.184697
2017,Very Low,37,3,LW,17,Polygon,Dead_Branching,1.220989,0.107944,5.057697,5.393562,5.241256,0.247792,2.630975,10000,624.020593
2017,Very Low,37,3,LW,18,Polygon,Live_Encrusting,0.099841,0.000695,5.037936,5.106339,5.07624,0.000856,201.073041,435.727096,361.808146
2017,Very Low,37,3,LW,19,Polygon,Live_SubMassive,1.095818,0.018031,5.061375,5.163487,5.114414,0.015839,7.90186,478.176703,96.612622
2017,Very Low,37,3,LW,20,Polygon,Live_Porites,0.244485,0.003513,5.028676,5.056664,5.046531,0.002613,11.628987,116.788405,59.394604
2017,Very Low,37,3,LW,21,Polygon,Macroalgae,2.727109,0.147584,5.027105,5.216425,5.117397,0.178079,3.106298,10000,110.190265
2017,Very Low,37,3,LW,22,Polygon,Dead_Branching,0.796499,0.040183,4.918922,5.24132,5.048789,0.098474,3.798752,1925.618727,483.568188
2017,Very Low,37,3,LW,23,Polygon,Dead_Branching,1.255453,0.10076,4.888577,5.386978,5.232199,0.2796,0.697344,10000,793.306114
2017,Very Low,37,3,LW,24,Polygon,Dead_Branching,1.123837,0.066696,4.788759,5.53879,5.23007,0.316233,5.848109,10000,2485.157464
2017,Very Low,37,3,LW,25,Polygon,Dead_Branching,0.684847,0.024965,4.841818,5.035719,4.947595,0.030407,1.66848,3941.698963,143.677472
2017,Very Low,37,3,LW,26,Polygon,Rubble,1.765291,0.107202,4.912036,5.141415,4.965057,0.14669,7.038474,10000,226.071809
2017,Very Low,37,3,LW,27,Polygon,Dead_Branching,0.494835,0.015466,5.122325,5.277914,5.214219,0.01903,15.775762,10000,139.83753
2017,Very Low,37,3,LW,28,Polygon,Live_Encrusting,0.334287,0.003123,5.191958,5.327599,5.231549,0.003349,29.050913,1869.566298,408.565993
2017,Very Low,37,3,LW,29,Polygon,Live_Branching,0.87031,0.047369,5.093084,5.298627,5.23561,0.078143,4.520949,7365.303453,241.821343
2017,Very Low,37,3,LW,30,Polygon,Dead_Branching,0.532168,0.020507,5.297027,5.519959,5.484554,0.027992,15.677075,10000,357.013729
2017,Very Low,37,3,LW,31,Polygon,Dead_Branching,0.329145,0.007309,5.40852,5.504854,5.469579,0.007778,6.699431,676.703442,144.280477
2017,Very Low,37,3,LW,32,Polygon,Dead_Branching,0.602263,0.025336,5.096256,5.34235,5.234038,0.040103,21.432061,3592.926605,233.550131
2017,Very Low,37,3,LW,33,Polygon,Dead_Branching,1.206596,0.084428,4.964696,5.30898,5.225184,0.173128,5.486637,10000,598.521566
2017,Very Low,37,3,LW,34,Polygon,Live_Massive,0.518684,0.009267,5.540107,5.583707,5.567547,0.007909,2.917809,1371.780599,67.956184
2017,Very Low,37,3,LW,35,Polygon,Live_Massive,0.400334,0.011248,5.447692,5.527966,5.500048,0.013413,16.679448,10000,129.935607
2017,Very Low,37,3,LW,36,Polygon,Live_Massive,0.199028,0.002392,5.458256,5.474262,5.466064,0.001425,7.467847,893.428223,37.984576
2017,Very Low,37,3,LW,37,Polygon,Live_SubMassive,0.685574,0.006716,5.453305,5.657897,5.520584,0.004974,1.003279,1358.368413,290.161806
2017,Very Low,37,3,LW,38,Polygon,Live_Porites,0.154864,0.001682,5.538516,5.552448,5.549106,0.000987,6.65548,110.882967,36.849862
2017,Very Low,37,3,LW,39,Polygon,Live_Porites,0.395764,0.003628,5.751249,5.858923,5.819159,0.002342,33.405442,3281.061864,131.513572
2017,Very Low,37,3,LW,40,Polygon,Live_Porites,1.917799,0.028913,5.423326,5.663732,5.541908,0.026822,0.526427,7492.538216,129.767004
2017,Very Low,37,3,LW,41,Polygon,Live_Porites,0.197749,0.002598,5.334765,5.422979,5.406589,0.002485,7.605118,1126.370423,311.047074
2017,Very Low,37,3,LW,42,Polygon,Dead_Branching,1.40381,0.148259,5.188684,5.498293,5.400635,0.271118,0.878871,5396.29062,303.884131
2017,Very Low,37,3,LW,43,Polygon,Live_Massive,0.953328,0.021658,5.075174,5.212595,5.175212,0.028609,14.319115,1728.795469,344.484606
2017,Very Low,37,3,LW,44,Polygon,Dead_Branching,0.852392,0.033203,4.865745,5.163483,5.01752,0.07463,10.751231,10000,441.045186
