"","year","pub.site","site","ppq","hum_dist","hdist.cont","sqrt.hdist.cont","island.side","region.3","DEM","year.site.ppq","area_2d","area_3d","rug","vrm","vrm.range","curv","mean.pro.curv","pro.range.log","mean.plan.curv","plan.range.log","fractal.dimension"
"118","2019","M2","35",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2019.35.3",16.00397,34.47717,2.15429,0.07997,0.771827967,36.10453,63.95583,14.0272633805502,100.06036,14.2019287531522,2.21426388042283
"119","2019","M3","34",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2019.34.1",16.00771,28.7114,1.7936,0.06343,0.765188808,-9.41942,232.28089,13.5134168854802,222.86147,13.3280822469491,2.17094167927608
"120","2019","M3","34",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2019.34.2",16.00646,28.05779,1.7529,0.0631,0.832826253,18.53515,203.95548,13.7546334589657,222.49062,13.7052827300259,2.16579715181293
"121","2019","M3","34",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",1,"2019.34.3",16.0061,27.42212,1.71323,0.06227,0.822546346,-0.17006,253.54151,13.8640776615433,253.37145,13.9632738280828,2.16795338567256
"122","2019","VL3","5",1,"Very Low",0,0,"Leeward","South Shore",1,"2019.5.1",16.00676,37.61888,2.35019,0.08341,0.783276284,6.67165,135.07258,13.86941888179,141.74423,13.7474985446715,2.20872037739752
"123","2019","VL3","5",2,"Very Low",0,0,"Leeward","South Shore",1,"2019.5.2",16.02338,31.82561,1.9862,0.06876,0.824075185,12.99001,-9.98158,13.7874136996867,3.00843,13.7514627165304,2.19194271760653
"124","2019","VL3","5",3,"Very Low",0,0,"Leeward","South Shore",1,"2019.5.3",16.01611,30.95609,1.93281,0.06695,0.729785472,-4.19426,22.86646,13.28988406473,18.6722,13.2483151248575,2.22545389549205
"125","2019","VL4","37",1,"Very Low",0,0,"Leeward","South Shore",1,"2019.37.1",16.00458,29.84515,1.86479,0.06835,0.865032827,14.73712,274.16811,13.7743083480463,288.90523,13.9849943591894,2.19230565460418
"126","2019","VL4","37",2,"Very Low",0,0,"Leeward","South Shore",1,"2019.37.2",16.00275,30.41518,1.90062,0.060067,0.843860333,-0.38502,118.53327,13.7629341710813,118.14825,13.5096233566719,2.18266490244363
"127","2019","VL4","37",3,"Very Low",0,0,"Leeward","South Shore",1,"2019.37.3",16.00956,33.6178,2.09986,0.07258,0.783710707,4.91253,82.97602,13.6837100951018,87.88855,14.0094781502431,2.20402401745652
