"","vrm","Dead_Branching","Dead_Columnar","Dead_Foliose","Dead_Massive","Dead_SoftCoral","Dead_Tabulate","Live_Branching","Live_Columnar","Live_Digitate","Live_Encrusting","Live_Encrusting_Columnar","Live_Foliose","Live_FreeLiving","Live_Massive","Live_Porites","Live_SubMassive","Live_Tabulate","NonCoral_Massive","NonCoral_SubMassive","SoftCoral_Nodular","SoftCoral_Plating"
"12",0.06025,1.77078488742399,0,0,40.2390932074735,0,0,1.37873207303616,0,0.0136439499790938,5.91491145732122,0.612310502082373,3.23631995755826,0.268670293730202,8.592965941204,20.365821461952,1.18513784822982,0,0.0174530161059805,0,1.78091950106979,1.14742809357364
"13",0.05375,1.74777126725333,0,0,36.4333216824828,0,0,4.24961806762678,0.198283108172056,0,14.8002784959345,0,0.991652930844861,0.30477125757032,11.6570476869626,13.0203034031416,0.995988421615857,0,0,0.266389045326806,0,0
"14",0.06925,0.653029430931764,0,0,39.3215668582972,0,0,7.49883030599845,0,0,7.46902333534067,0,0.792080729596673,0,10.3075703270514,14.1294412214473,2.45424261399698,1.2136453825154,0,0,0,3.79205767620708
"15",0.08512,4.03852650072943,0,0,35.919957431849,0,0,5.41761813902035,0.44264979367854,0,6.48662626224258,0,2.57094488787657,0.507449145285182,13.9354841611755,20.3548620411683,2.62882822692743,0,0.10209708869608,0,0,0.453083164020141
"16",0.06978,3.7632652056799,0.583962914479416,0,40.2394212348345,0,0,4.3013340326956,0.464724479018101,0,14.9128177851706,0,0.622268363365501,0.281778954263119,10.5450160226452,11.5450174591777,2.1292220858488,0,0.00109925957996917,0,0.0232655791783247,4.12663920058346
"17",0.06928,4.16641048020091,0,0,43.0418193787941,0,0,1.99012519895066,0,0.105611308395518,11.9766797834137,0,4.06385466404332,0.524351210899697,11.8971682522734,9.10015566139597,2.81923832889443,0,0,0,0,2.52668588190129
"18",0.07234,2.80281071848766,0,0,41.5839286646764,0,0,2.95928585723591,0,0,12.0538013133643,0,2.68771082699775,0.168249344829456,6.34809600156706,7.70996876118862,0.814119203186694,0,0.0092944396015084,16.4911404252406,1.92238743171897,0
"19",0.08435,6.19237635297361,0,11.9841947638754,3.87829068881864,0,1.34900325778466,6.39516899855518,0,0,1.3800728996844,0.016886896823496,48.7008174594526,0,1.42822928334046,9.86561989556229,4.04119553483969,4.6924277193665,0,0,0,0
"20",0.10977,3.60050709995516,0,3.18677888177603,16.5965827018366,0,1.35679400222726,4.34636318270979,0,0,1.25492938387705,0.167209846796538,31.2759911052055,0,0.640837857718134,1.69851382694168,1.64498993999467,30.8319570390094,0,0,0,0
"21",0.11092,8.79987223969353,0,3.90417452177826,26.6146998954262,0,0,7.72531859008054,0,0,2.92086752297146,0.427029827170571,30.9040734906674,0.0345517651984499,0.235870467993975,4.44602492563092,4.62646261589602,9.29032611180614,0,0,0,0
"22",0.11073,20.8891566846244,0,0.253856777214263,42.2953933870894,0,4.3145529597587,19.3745014498336,0,0,3.06115894457266,0,1.72608486953123,0.0171958020748185,0.118696023333304,2.06701414017303,4.35174388052517,1.24181559176866,0,0.123376130802068,0,0
"23",0.09081,7.47379748818722,0,2.03677160165735,26.0417970763737,0,0.273526161030593,9.97477766941017,0,0,0.960365194658119,0,45.166525855419,0,0.246994423274862,1.36883650927043,3.20025108632067,2.55705479344227,0,0,0,0
"24",0.09005,5.97292156777736,0,0.218817191471009,25.9279599355949,0,0,7.42650317421427,0.0480089678378023,0.0444668618177588,19.4985439882714,0,9.33844079616548,0.375038435286223,9.5696272467541,4.34105395833159,4.54255418703794,0,0.0571234875613356,0,12.4152690132692,0
"25",0.08478,0.974029094553868,0,0.0450292175026665,16.4428416026282,0.0563255284770014,0,2.07882703101118,0,0.0996509377498373,4.47648463795323,0,2.95585139546887,0.921747770226794,5.46224691738652,16.5154750098765,4.22549433842624,0,0.0304875575191304,0,10.0962558034017,13.5487829005057
"26",0.07094,1.91970553497375,0,0.588165843987455,16.2003340165632,0,0,5.18087173590402,0,0,4.97746365311277,0.459055811634088,14.03713066923,1.45745927764438,20.3188247971429,6.97976489474557,6.98635806628023,0,0,0.791386620769202,16.9366526705373,0
"74",0.03328,0,0,0,19.8332958416903,0,0,0.0184385129658061,0,0,0.0328205530791348,0,0,0.314273515401252,0.0161758886628834,0.0532779269561122,0.0395584232408768,0,0,0,0,0
"75",0.02947,0,0,0,19.0566852932016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",0.02906,0.201090852431039,0,0,17.4418934465262,0,0,0,0,0,0,0,0,0,0.0175119663020537,0,0,0,0,0,0,0
"77",0.04613,0.421468962430187,0,0,41.4110018097908,0,0,0.0319001309250104,0,0,0,0,0,0.0396448153260083,0.0163734083397302,0,0,0,0,0,0.0372853013485338,0
"78",0.04968,1.35425867797425,0,0,37.3210944284753,0,0,0.0113574486287738,0,0,0.087431749944321,0,0,0.00428948169761826,0.184647514182918,0,0,0,0,0,0,0
"79",0.05064,0.320510217176943,0,0,31.9858050299698,0,0,0.121611190828727,0,0,0.0331831604239297,0,0.0054482613236051,0,0.0152701269207464,0,0,0,0.0236924391503561,0,0,0
"80",0.04329,2.17533749753173,0,0,45.6351464843018,0,0,0.0298567525751293,0,0,0.349145289531765,0,0,0.194400077984988,0.331848619140815,7.29454579993351,0.481569797813921,0,0,0,0,0
"81",0.05336,3.36209859733188,0,0,26.06859727504,0,0,0.0681149425445307,0,0,0.344160038446685,0,0,0,0.322922917433259,0.751244417213736,0.764936114055333,0,0,0,0,0
"82",0.04572,2.53258726589197,0,0,50.0212166233165,0,0,0,0,0,0.223100834320684,0,0,0,0.414478211261615,7.9314326194702,6.16823286666337,0,0,0,0,0
"83",0.04896,3.42878452225943,0,0,63.6819162655135,0,0,0.133205863806452,0,0,1.40373057622702,0,0,0.246766595529842,3.73233148365097,2.56743449254188,0.846764534196428,0,0.08633239126232,0,0,0
"84",0.03515,6.82106250782781,0,0,31.9505316974245,0,0.350567053343399,0.0383480540345882,0,0,2.1351726739975,0,0,0.212485324326528,10.5019947047328,2.44238812365951,2.94055676826912,0,0,0,0,0
"85",0.03451,3.31794134545013,0,2.6466298189661,56.1704768277928,0,0,0.0419316060292105,0,0,0.576622018288823,0,0,0.29658057617623,1.02268539844828,1.69016963569826,0.158779433134135,0,0.0133174680852153,0,0.0150843895423723,0
"86",0.04088,5.95250614357421,0,0,43.3013772308789,0,0,0.668702354033712,0,0,3.09383065929385,0,0,0.247371307740236,4.13026514961857,8.08481310177724,1.71626263523288,0,0,0,0,0
"87",0.0523,9.5793838625774,0,0,50.6288114516166,0,0.748900593244981,0.165972698939913,0,0,1.68963529972511,0,0,0.175340513825896,5.97709681674156,6.79308970019995,1.17943287498489,0,0,0,0,0
"88",0.05905,6.73587608211018,0,0,37.7204950854524,0,0,0.0697032509009114,0,0,1.43137124719665,0,0.0874163709327201,0.236110393710318,2.49448323127782,5.94970335832886,0.625542956158591,0,0.0496979182274688,0,0,0
"89",0.04137,6.73855490905718,0,0,35.79104745205,0,0,0.00847188829226182,0,0,1.44896719016578,0,0,0.105527685806776,1.91341243920064,4.91380118603942,0.154887812001131,0,0,0,0,0
"90",0.04954,4.4222185345818,0,0,50.7085338904183,0,0,0.205983932866013,0,0,1.11984909792328,0,0,0.287050954745303,1.52662692550571,1.88171047419024,0.506918708076468,0,0,0,0,0
"91",0.0407,8.25211575283431,0,0,30.2945657584174,0,0,0.100291988785679,0,0,1.31960079155982,0,0,0.111507796596649,0.759293467278113,1.44792920329429,0.29660268784264,0,0,0,0,0
"92",0.06262,20.1272433765785,0,0,38.1219419237943,0,4.71825293209584,0.101716611738069,0,0,0.201105554949653,0,0,0,0.0194660666287607,5.22482743810607,1.128675205581,0,0,0,0,0
"93",0.06277,9.68694177740462,0,13.5675469918443,32.0136196004883,0,35.533824882861,0.0967035534463538,0,0,0.495962242210407,0,0,0,0.319916635038768,1.41601631832161,0.946939598536401,0,0,0,0,0
"94",0.08272,49.721277110311,0,20.3669352090251,18.7347327174784,0,2.95137317216668,0.0371734646937366,0.058178034155979,0,0.808519733268208,0,1.1122800447656,0.0265337318578654,0.23473012470729,1.56076696292356,3.37241420286253,0,0,0,0,0
"95",0.05562,13.9116373823052,0,0,72.6344866195205,0,10.9419366448097,0,0,0,0.304807700418217,0,0,0,0,0.045923593761764,0.547759131687936,0,0,0,0,0
"96",0.08233,18.7369855616074,0,33.2869898749686,31.8538514889505,0,2.98164439031029,0,0,0,0.315875068865848,0,0,0,0.113561300959559,0.0771484353710565,0.551848625626099,0,0,0,0,0
"97",0.07606,14.0328755532661,0,8.94493999887276,13.4887362560028,0,26.1761280143887,0.0623289441548015,0,0,0.527792461218707,0,0.399027578591674,0,0.0675094992968489,1.38827018704738,1.44559958340847,0,0,0,0,0
"98",0.04279,11.9388865634157,0,4.59482828636224,64.0860911016287,1.84201220769322,0,0,0,0,1.25909173263028,0,0.805614039471958,0,2.66287649238113,2.54228647470059,2.23158381387329,0,0,0,0,0
"99",0.04741,3.16322919171476,0,0.967139125354693,39.6171747203033,0,0,0.536997870793613,0,0,1.57354823816082,0,0.0263303389723779,0.600998256231332,2.09850742114269,8.03954680862125,2.87394495317799,0,0.0364717944903001,0,0,0
"100",0.04922,8.46839040930588,0,5.27413994524638,46.3259606876179,5.63467235529171,0,0,0,0,0.246174611757023,0,1.45125253759855,0.779842255674789,4.43507690989668,5.01719394536839,0.64750716671967,0,0,0,0,0.105122503777635
"101",0.042,2.32979984200108,0,0.0669586495347667,22.9079874058253,0,0,0.216284685983241,0,0.0255812533776908,0.32307735854751,0,0,0.115171876467415,1.12329445553514,2.52213412637302,0.226694644001618,0,0,0,0,0
"102",0.0402,3.79168089724033,0,0,52.563121576149,0,0,0.220684799572914,0,0,0.628607083332865,0,0,0,0.476372748929442,10.4413046165043,0.363809067502843,0,0,0,0,0
"103",0.04898,9.32880455733285,0,0.252494423480126,57.4987213771864,0.828415128747602,0,0.295954478653653,0,0,0.721633098418281,0,0,0.424622732857738,1.75951369722737,5.77197766118176,0.486738872670161,0,0,0,0,0
"104",0.0559,0,0,0,13.7748806048471,0,0,0.252321714780149,0,0,0.13595159743127,0,0,0.339885243651613,0.0274065720272213,0.0891510475248084,0,0,0,0,0,0
"105",0.04897,0,0,0,9.20484452348368,0,0,0,0,0,0.0555100347585907,0,0,0,0.0543354836573397,0,0,0,0,0,0,0
"106",0.03956,0.0442483128105206,0,0,8.98008357389931,0,0,0.0122630859871597,0,0,0.0294426511754883,0,0,0,0,0.0170608700106638,0,0,0,0,0,0
"107",0.06962,0.927854965618798,0,0,49.43227596792,0,0,0,0,0,0.0650008715287877,0,0,0.0277227967636711,0,0,0,0,0,0,0,0
"108",0.0572,0.193728191841487,0,0,23.4577578756011,0,0,0.0483602412754566,0,0,0.014698516199151,0,0,0,0.161920952453859,0,0,0,0,0,0,0
"109",0.05389,0,0,0,23.4781291348736,0,0,0.15087017418477,0,0,0.0306238341140266,0,0,0,0.0461606508095762,0.021434184994946,0,0,0,0,0,0
"110",0.04828,0.927854965618798,0,0,49.43227596792,0,0,0,0,0,0.0650008715287877,0,0,0.0277227967636711,0,0,0,0,0,0,0,0
"111",0.0628,1.82629429227043,0,0,21.0775223160195,0,0,0.339284334328322,0,0,0.843781585350563,0,0,0,0.144809627503784,0.467726350785517,0.707318190044582,0,0,0,0,0
"112",0.07077,2.20877110447708,0,0,40.6604353674339,0,0,0.367841076715909,0,0,2.88621382947964,0,0,0.020558754829315,0.329326098710414,3.87102301410024,1.48555993406256,0,0,0,0.00220405790720094,0
"113",0.05554,4.36726545909119,0,0.0960723721059181,65.6372802764407,0,0,1.21116377698172,0,0.0530939412463683,4.61382790269878,0,0,0.574673384531137,5.5320539918489,2.97091915646634,2.22600547861038,0,0.0115828838071284,0,0.0121011476108975,0
"114",0.07157,8.61563050837973,0,0,47.5531240132381,0,0,0.502955039630356,0,0,2.8215769604336,0,0,0.4113110893052,8.11104543801237,4.17958616954518,3.57863568051098,0,0.0254871855851823,0,0,0.530496938290159
"115",0.04052,2.78464382973734,0,0,62.8054619628907,0,0,0.356257046504778,0,0,1.53942677460163,0,0,0.0183994237053255,1.84191529821863,3.29687454539938,0.458206211650438,0,0,0,0,0
"116",0.05431,4.29874757977057,0,0,45.9433797675395,0,0,1.66297491363592,0,0,4.52313868049431,0.0410885037769697,0.0349364477654604,0.209088874271609,5.21020553165202,11.3964188551603,1.76663736908415,0,0.0170724229133981,0,0,0
"117",0.06807,6.67751121338583,0,0,52.4398324753047,0,0.519108906357304,1.07931747449044,0,0.0152491677146695,4.43457791571927,0,0,0.220428874564569,8.51280883234793,8.97041505285889,1.59599625948723,0,0.0153241328980272,0,0,0
"118",0.07997,6.29614844156192,0,0,51.9900248666022,0,0,1.40858051172452,0,0.00288674277128681,3.63541513516736,0,0.192187086924761,0.317298018763453,6.78352684611418,11.6818607019146,2.12597982891613,0.0739868423264222,0.0653141172906082,0,0,0
"119",0.06343,8.34562043848053,0,0,50.3965281247542,0,0,0.316440455881635,0,0,3.02185644109676,0,0,0.14333515872712,3.65888493404253,8.61074706994315,1.03379085609511,0,0.00426001561214519,0,0,0
"120",0.0631,4.56353648170755,0,0,65.3442954435406,0,0,0.677381256368115,0,0,3.09658396716739,0,0,0.221662858082302,2.45133373742805,2.97352538326118,1.01253959536893,0,0.0151473055160927,0,0,0
"121",0.06227,9.25001172991983,0,0,61.1574653801803,0,0,0.711735923799442,0,0,2.97376427715548,0,0,0.104066724157331,1.11407061205566,3.46805778830128,0.478074671263921,0,0.0323002319681456,0,0,0
"122",0.08341,14.0738945139679,0.161906061996621,0,66.5465777469286,0,0,0.375660798834451,0,0,4.17122870238679,0.141007903502363,0,0.194612148608711,3.96799489197776,3.04965671104219,3.63762905550007,0,0,0,0,0.0554785194107656
"123",0.06876,2.40610260197898,0,0,45.7167726572339,0.109874874981314,0,0.667787035326038,0,0,2.93843882508348,0,0,0.683421971844267,2.7591952229812,9.96087648693267,4.25345111444293,0,0,0,0,0.106139204070098
"124",0.06695,6.53650682363679,0,0.709449704494807,57.1343566109161,3.15097532477789,0,0.515224456273878,0,0,2.87972175407063,0.138648483204448,0.0391634516904495,1.08193639638183,8.40957241414617,6.11833880287698,2.69027253654366,0,0,0,0.0228125701381959,0.138417485641472
"125",0.06835,2.16439491375722,0,0,30.8305352226491,0,0,0.750662647956915,0,0.0690149619664966,1.42275893307416,0,0,0.149011848547141,2.10541860529183,3.86341984003996,0.966303169959401,0,0,0,0.121357138497749,0
"126",0.060067,3.28183962713224,0,0,49.6333170249364,0,0,1.48793885106521,0,0,1.50142964314701,0,0,0.0480324638025692,1.46341694856762,13.0643182408557,0.812837390757203,0,0,0,0,0.108201021916575
"127",0.07258,7.95245100873983,0,0,38.5346655145733,0.647731237606403,0,0.358129603764852,0,0,1.82114717630765,0,0.0209482861176556,0.503526180460564,3.08266694015471,7.03175574273433,1.44815165061952,0,0,0,1.25775805552993,0
