DATE,Plot Name,Hum_Dist,Year,Site,Plot,User Processing files,DEM & ORTHO UPLOAD COMPLETE,DEM_SCALE_cm,PLOT SHAPEFILE CREATED,PLOT AREA DIGITIZED,CLIP DEM RASTER TO SHAPEFILE AREA FOR STRUCTURAL ANALYSES,OBJECTID *,SHAPE *,SHAPE_Length,SHAPE_Area,Z_Min,Z_Max,Z_Mean,SArea,Min_Slope,Max_Slope,Avg_Slope,Complexity Calculation,surface.rugosity,CREATE BTM SLOPE RASTER,slope,CREATE BTM VRM RASTER,terrain.rug,CREATE CURVATURE RASTERS,Avg Curvature,Profile Curvature,Planform Curvature
17-Apr-20,KI15_Site34_MPQ1,Medium,2015,34,1,KB,X,1,X,X,X,1,Polygon,16.106321,16.007844,2.739642,4.274044,3.398239,30.876313,0.01878,10000,345.685291,1.928823957,1.928823957,X,41.11037753,X,0.069782828,X,-1.99E+00,95.10549808,93.1106798
17-Apr-20,KI15_Site34_MPQ2,Medium,2015,34,2,KB,X,1,X,X,X,1,Polygon,16.030869,16.0031,2.755411,3.736379,3.259241,28.831183,0,10000,265.066284,1.801599878,1.801599878,X,40.56101886,X,0.069279605,X,3.10E+01,104.3526385,135.3828972
17-Apr-20,KI15_Site34_MPQ3,Medium,2015,34,3,KB,X,1,X,X,X,1,Polygon,16.138921,16.00392,2.311407,3.46865,2.80089,29.638074,0.040375,10000,328.418639,1.851925903,1.851925903,X,39.19977386,X,0.072343609,X,1.31E+01,136.2580453,149.326732
20-Apr-20,KI15_Site35_MPQ1,Medium,2015,35,1,KB,X,1,X,X,X,1,Polygon,16.05111,16.005907,2.926758,3.884807,3.346837,26.39876,0,10000,237.996977,1.649313594,1.649313594,X,37.93477226,X,0.053748924,X,2.19E+01,131.0192987,152.9462526
20-Apr-20,KI15_Site35_MPQ2,Medium,2015,35,2,KB,X,1,X,X,X,1,Polygon,16.290192,16.004729,-0.929292,0.390616,-0.148615,31.049825,0.13294,10000,411.747374,1.940040659,1.940040659,X,40.59694534,X,0.069248835,X,4.83E+01,104.3552875,152.6500037
20-Apr-20,KI15_Site35_MPQ3,Medium,2015,35,3,KB,X,1,X,X,X,1,Polygon,16.17959,16.005035,2.8512,4.111451,3.423631,35.818992,0.428229,10000,461.384059,2.237982735,2.237982735,X,45.31241986,X,0.085121989,X,-7.87E+00,-60.11308373,-67.98590377
14-Apr-20,KI19_Site5_MPQ1,Very Low,2019,5,1,KB,X,1,X,X,X,1,Polygon,16,16,-2.551068,-1.233924,-1.888098,37.61888,0.272143,10000,632.436776,2.350186752,2.350186752,X,43.73005123,X,0.083409562,X,6.67E+00,135.072582,141.7442333
14-Apr-20,KI19_Site5_MPQ2,Very Low,2019,5,2,KB,X,1,X,X,X,1,Polygon,16.431786,16.023377,-3.192359,-1.855547,-2.491666,31.82561,0.41209,10000,448.716213,1.986198665,1.986198665,X,40.72991937,X,0.068764608,X,1.30E+01,-9.981581204,3.008426517
14-Apr-20,KI19_Site5_MPQ3,Very Low,2019,5,3,KB,X,1,X,X,X,1,Polygon,16.170066,16.016105,-2.01707,-1.189129,-1.599941,30.956087,0.172166,10000,317.239206,1.932809943,1.932809943,X,42.37309409,X,0.066950332,X,-4.19E+00,22.86645826,18.67220393
14-Apr-20,KI19_Site27_MPQ1,Very High,2019,27,1,KB,X,1,X,X,X,1,Polygon,16.382541,15.998233,-1.005335,-0.139352,-0.689413,25.048084,0,10000,190.351331,1.56567816,1.56567816,X,36.62276366,X,0.055895163,X,7.37E+00,221.80973,229.1842473
14-Apr-20,KI19_Site27_MPQ2,Very High,2019,27,2,KB,X,1,X,X,X,1,Polygon,16.027023,16.00581,-1.884018,-0.77922,-1.368925,25.094366,0.734765,10000,213.684296,1.567828557,1.567828557,X,34.9261616,X,0.048969717,X,2.15E+01,244.9651845,266.4881331
14-Apr-20,KI19_Site27_MPQ3,Very High,2019,27,3,KB,X,1,X,X,X,1,Polygon,16.070617,16.007292,-1.359392,-0.484602,-0.987124,21.466424,0.280014,10000,123.44768,1.341040321,1.341040321,X,29.51600268,X,0.039563642,X,-8.84E-01,383.4515516,382.5672463
14-Apr-20,KI19_Site30_MPQ1,Very High,2019,30,1,KB,X,1,X,X,X,1,Polygon,16.467689,16.004713,-2.32988,-1.388096,-2.096529,26.094602,0.19163,10000,305.41225,1.630432361,1.630432361,X,34.62280447,X,0.048276713,X,2.05E+01,361.3833931,381.9268911
14-Apr-20,KI19_Site30_MPQ2,Very High,2019,30,2,KB,X,1,X,X,X,1,Polygon,16.010503,15.997117,-2.095248,-1.08009,-1.778362,26.537887,0.163113,10000,249.644817,1.658916854,1.658916854,X,37.2304224,X,0.06280388,X,2.90E+00,450.9330609,453.8309635
14-Apr-20,KI19_Site30_MPQ3,Very High,2019,30,3,KB,X,1,X,X,X,1,Polygon,16.208376,16.011647,-2.144695,-0.71803,-1.613191,29.737227,0.060281,10000,341.47944,1.857224744,1.857224744,X,40.56994068,X,0.070770739,X,-5.54E+00,256.9863905,251.4511823
15-Apr-20,KI19_Site8_MPQ1,Medium,2019,8,1,KB,X,1,X,X,X,1,Polygon,16.017036,16.012047,-2.777036,-1.723567,-2.290645,27.354625,0.057227,10000,254.892798,1.708377761,1.708377761,X,38.98552356,X,0.055543363,X,2.54E+01,132.9533822,158.3449323
15-Apr-20,KI19_Site8_MPQ2,Medium,2019,8,2,KB,X,1,X,X,X,1,Polygon,16.011506,15.999096,-2.095248,-1.08009,-1.778052,26.538354,0.163113,10000,249.524913,1.658740844,1.658740844,X,42.62130874,X,0.071568561,X,3.93E+01,-70.47534171,-31.17029783
15-Apr-20,KI19_Site8_MPQ3,Medium,2019,8,3,KB,X,1,X,X,X,1,Polygon,16.171727,16.014553,-2.575125,-1.043561,-1.839923,25.936786,0.222542,10000,250.345515,1.619576019,1.619576019,X,35.859806,X,0.041132944,X,-4.51E+00,134.7471935,130.2327576
15-Apr-20,KI19_Site32_MPQ1,Very High,2019,32,1,KB,X,1,X,X,X,1,Polygon,16.202266,16.011619,-1.818856,-0.784689,-1.319593,30.365005,0.284254,10000,314.886451,1.896435645,1.896435645,X,41.74677981,X,0.069620422,X,1.23E+01,6.963629885,19.28021467
15-Apr-20,KI19_Site32_MPQ2,Very High,2019,32,2,KB,X,1,X,X,X,1,Polygon,16.105701,16.014881,-2.278077,-1.347958,-1.954323,25.402713,0.206865,10000,226.156958,1.586194303,1.586194303,X,35.32406211,X,0.057204297,,,,
15-Apr-20,KI19_Site32_MPQ3,Very High,2019,32,3,KB,X,1,X,X,X,1,Polygon,16.056736,16.006614,-2.00642,-1.116876,-1.583396,25.731417,0.442793,10000,245.328351,1.607549042,1.607549042,X,35.91862128,X,0.053891157,X,8.03E+00,164.8204155,172.8456118
17-Apr-20,KI19_Site34_MPQ1,Medium,2019,34,1,KB,X,1,X,X,X,1,Polygon,16.106324,16.007706,-2.102044,-1.153318,-1.70618,28.711397,0.159727,10000,326.575935,1.793598471,1.793598471,X,38.16086673,X,0.063430129,X,-9.42E+00,232.2808921,222.8614738
17-Apr-20,KI19_Site34_MPQ2,Medium,2019,34,2,KB,X,1,X,X,X,1,Polygon,16.032563,16.006459,-2.311342,-1.42203,-1.804147,28.057788,0.59763,10000,291.418266,1.752904125,1.752904125,X,38.62402137,X,0.063097486,X,1.85E+01,203.9554769,222.4906216
17-Apr-20,KI19_Site34_MPQ3,Medium,2019,34,3,KB,X,1,X,X,X,1,Polygon,16.138728,16.00347,-1.918314,-0.598051,-1.44187,27.519441,0.636689,10000,311.392982,1.719592126,1.719592126,X,36.67456,X,0.062546584,X,-4.85E+00,264.7003702,259.8481026
20-Apr-20,KI19_Site35_MPQ1,Medium,2019,35,1,KB,X,1,X,X,X,1,Polygon,16.05137,16.006566,-1.904984,-0.761948,-1.315182,26.607693,0,10000,256.167958,1.662298647,1.662298647,X,37.54290473,X,0.054310348,X,1.60E+00,136.479516,138.0844829
20-Apr-20,KI19_Site35_MPQ2,Medium,2019,35,2,KB,X,1,X,X,X,1,Polygon,16.291594,16.007552,-2.286535,-0.624343,-1.622235,30.49906,0.222995,10000,376.827239,1.905291952,1.905291952,X,40.66257216,X,0.068072707,X,1.01E+01,231.4727757,241.570407
20-Apr-20,KI19_Site35_MPQ3,Medium,2019,35,3,KB,X,1,X,X,X,1,Polygon,16.17923,16.003974,-1.872492,-0.596071,-1.239908,34.477168,0.379451,10000,496.478962,2.154287929,2.154287929,X,43.86235376,X,0.07997131,X,3.61E+01,63.95582769,100.0603568
28-05-2020,KI17_Site5_MPQ1,Very Low,2017,5,1,KB,X,1,X,X,X,1,Polygon,16.083689,16.008273,3.844807,5.80912,4.706881,31.05962,0.257969,10000,391.005417,1.940223033,1.940223033,X,41.2570687,X,0.04524773,X,-1.11E+00,94.40305646,93.28937595
28-05-2020,KI17_Site5_MPQ2,Very Low,2017,5,2,KB,X,1,X,X,X,1,Polygon,16.43044,16.019737,1.355873,3.611118,2.526902,28.057319,0.362993,10000,324.369221,1.751421949,1.751421949,X,38.78530567,X,0.049009713,X,-1.03E+01,10.18002275,-0.140931697
28-05-2020,KI17_Site5_MPQ3,Very Low,2017,5,3,KB,X,1,X,X,X,1,Polygon,16.169252,16.014405,-1.482903,-0.088065,-0.697606,27.255028,0.317755,10000,297.161518,1.701907002,1.701907002,X,38.79601268,X,0.049223842,X,8.38E+00,63.00223974,71.38313172
28-05-2020,KI17_Site27_MPQ1,Very High,2017,27,1,KB,X,1,X,X,X,1,Polygon,16.382701,15.999157,4.065227,5.388921,4.709807,22.125743,0.474399,10000,147.196853,1.382931801,1.382931801,X,32.53703033,X,0.033282961,,,,
28-05-2020,KI17_Site27_MPQ2,Very High,2017,27,2,KB,X,1,X,X,X,1,Polygon,16.026509,16.004915,4.133989,4.9564,4.500466,21.704065,0.490664,10000,155.625429,1.356087489,1.356087489,X,29.81524202,X,0.029466412,,,,
28-05-2020,KI17_Site27_MPQ3,Very High,2017,27,3,KB,X,1,X,X,X,1,Polygon,16.070021,16.006048,4.732898,5.13404,4.828249,20.047073,0,10000,112.095518,1.252468629,1.252468629,X,25.74809951,X,0.029057674,,,,
28-05-2020,KI17_Site30_MPQ1,Very High,2017,30,1,KB,X,1,X,X,X,1,Polygon,16.465656,16.001374,-4.086986,-2.979156,-3.648336,26.112339,0.445716,10000,274.006563,1.63188105,1.63188105,X,36.16353869,X,0.038414994,,,,
28-05-2020,KI17_Site30_MPQ2,Very High,2017,30,2,KB,X,1,X,X,X,1,Polygon,16.012057,16.000145,4.488136,5.997627,5.125391,27.197958,0.72581,10000,313.680492,1.69985697,1.69985697,X,38.93775202,X,0.053361633,,,,
28-05-2020,KI17_Site30_MPQ3,Very High,2017,30,3,KB,X,1,X,X,X,1,Polygon,16.209053,16.013077,4.517082,5.383746,4.835485,26.742483,0.299063,10000,292.55752,1.670040243,1.670040243,X,38.23069108,X,0.045724587,,,,
28-05-2020,KI17_Site8_MPQ1,Medium,2017,8,1,KB,X,1,X,X,X,1,Polygon,16.015641,16.009184,3.87605,5.713229,4.958078,27.078299,0.636546,10000,276.601047,1.691422811,1.691422811,X,39.16657055,X,0.048955418,X,2.40E+01,76.85112365,100.8133356
28-05-2020,KI17_Site8_MPQ2,Medium,2017,8,2,KB,X,1,X,X,X,1,Polygon,16.607391,16.006334,4.484011,6.587214,5.679458,26.395701,0,10000,271.06801,1.649078484,1.649078484,X,38.23478148,X,0.035152248,X,2.35E+01,-26.76792642,-50.3001684
28-05-2020,KI17_Site8_MPQ3,Medium,2017,8,3,KB,X,1,X,X,X,2,Polygon,16.172155,16.015246,4.36827,5.616618,4.968989,24.463268,0.54908,10000,237.214242,1.527498735,1.527498735,X,34.62299592,X,0.034472139,X,-7.33E-01,118.1602998,117.4273973
28-05-2020,KI17_Site32_MPQ1,Very High,2017,32,1,KB,X,1,X,X,X,1,Polygon,16.201828,16.011002,4.3768,5.538763,4.926514,26.42526,0.531199,10000,277.81258,1.650443864,1.650443864,X,36.61532317,X,0.046133903,,,,
28-05-2020,KI17_Site32_MPQ2,Very High,2017,32,2,KB,X,1,X,X,X,1,Polygon,16.104923,16.013464,3.274041,4.194777,3.662761,24.004745,0.65504,10000,170.504582,1.499035124,1.499035124,X,35.04543458,X,0.049677316,,,,
28-05-2020,KI17_Site32_MPQ3,Very High,2017,32,3,KB,X,1,X,X,X,1,Polygon,16.055819,16.004877,4.643314,5.547221,4.956502,23.442705,0.141633,10000,157.095069,1.464722597,1.464722597,X,34.24918961,X,0.050637833,,,,
28-05-2020,KI17_Site34_MPQ1,Medium,2017,34,1,KB,X,1,X,X,X,1,Polygon,16.107203,16.009602,-5.709497,-4.432045,-5.079104,25.033431,0.339265,10000,202.40158,1.563651051,1.563651051,X,37.15254928,X,0.041372494,,,,
28-05-2020,KI17_Site34_MPQ2,Medium,2017,34,2,KB,X,1,X,X,X,1,Polygon,16.031994,16.005447,4.412797,5.225801,4.80825,25.483722,0.444214,10000,198.190238,1.592190584,1.592190584,X,37.82405306,X,0.049543533,,,,
28-05-2020,KI17_Site34_MPQ3,Medium,2017,34,3,KB,X,1,X,X,X,1,Polygon,16.139539,16.005536,4.591509,5.741325,5.218982,23.907722,0.465771,10000,194.898542,1.493715799,1.493715799,X,35.13014425,X,0.040700313,,,,
28-05-2020,KI17_Site35_MPQ1,Medium,2017,35,1,KB,X,1,X,X,X,1,Polygon,16.050694,16.005332,2.724668,3.661002,3.234931,24.854075,0.294781,10000,201.400473,1.552862196,1.552862196,X,37.18677814,X,0.040883115,,,,
28-05-2020,KI17_Site35_MPQ2,Medium,2017,35,2,KB,X,1,X,X,X,1,Polygon,16.290237,16.005091,4.238827,5.179245,4.645105,27.138128,0.065193,10000,299.028944,1.695593483,1.695593483,X,38.43576832,X,0.052304193,,,,
28-05-2020,KI17_Site35_MPQ3,Medium,2017,35,3,KB,X,1,X,X,X,1,Polygon,16.179217,16.00465,4.46292,5.366491,4.873204,30.07905,0,10000,324.32975,1.879394426,1.879394426,X,42.13690541,X,0.05904765,,,,
