"","year","pub.site","site","ppq","hum_dist","hdist.cont","sqrt.hdist.cont","island.side","region.3","DEM","area_3d","rug","vrm","vrm.range","curv","mean.pro.curv","pro.range.log","mean.plan.curv","plan.range.log"
"272","2015","M3","34",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,18.90459,1.18125,0.03856,0.260898773,7.92886,43.29949,9.2067463234142,51.22835,8.77316269150734
"273","2015","VL1","15",1,"Very Low",0,0,"Windward","Windward",8,20.55434,1.28625,0.06108,0.349077116,-24.99276,36.81396,9.47573032788078,11.8212,9.28629613372901
"274","2015","VL1","15",2,"Very Low",0,0,"Windward","Windward",8,23.08581,1.4422,0.08429,0.419979476,-7.38245,15.50826,9.74125103950801,8.12581,9.79018121858733
"275","2015","VL1","15",3,"Very Low",0,0,"Windward","Windward",8,22.58955,1.4115,0.08158,0.392326347,7.7654,14.66485,9.34222284724589,22.43025,9.23206053570214
"276","2015","VL3","19",1,"Very Low",0,0,"Windward","Windward",8,22.9285,1.43282,0.09234,0.412695316,-17.70794,71.11422,9.5001728771642,53.40627,9.26422990992487
"277","2015","VL3","19",2,"Very Low",0,0,"Windward","Windward",8,19.86451,1.24115,0.05752,0.392254218,-4.89715,35.52824,9.1860686412776,30.63109,8.99645872809621
"278","2015","VL3","5",1,"Very Low",0,0,"Leeward","South Shore",8,21.34386,1.33344,0.07599,0.329956625,11.16566,23.28326,9.2827253484178,34.44891,9.00707277725479
"279","2015","VL3","5",2,"Very Low",0,0,"Leeward","South Shore",8,21.74886,1.3574,0.07006,0.398922451,-17.60075,12.8722,9.74547293947431,-4.72855,9.96179257458346
"280","2015","VL3","5",3,"Very Low",0,0,"Leeward","South Shore",8,19.46078,1.21529,0.05123,0.242218904,28.21901,-3.46423,8.89710946191465,24.75478,8.8186165752122
"328","2017","VH1","27",1,"Very High",7276,85.2994724485445,"Leeward","Leeward",8,17.95656,1.12234,0.03305,0.215674611,2.99629,45.15949,9.02955693834408,48.15578,8.68379135787218
"329","2017","VH1","27",2,"Very High",7276,85.2994724485445,"Leeward","Leeward",8,17.8302,1.11405,0.03259,0.223214896,-11.11879,68.53732,8.86194896546999,57.41853,8.70644963056431
"330","2017","VH1","27",3,"Very High",7276,85.2994724485445,"Leeward","Leeward",8,16.6497,1.04021,0.02013,0.232611819,4.10919,70.52735,8.72346366627955,74.63654,8.6642358425558
"331","2017","VH2","32",1,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",8,18.79263,1.17373,0.04129,0.261193503,6.82197,56.96381,9.13465237377693,63.78579,8.7987067290666
"332","2017","VH2","32",2,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",8,17.36764,1.08456,0.02745,0.220483657,1.17457,60.69723,8.60126251688006,61.8718,8.55090163198717
"333","2017","VH2","32",3,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",8,17.23134,1.07663,0.0257,0.23913189,1.25254,67.99377,8.47634729119358,69.24631,8.68305346364575
"334","2017","VH3","30",1,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",8,22.75711,1.42207,0.05916,0.353993497,18.52962,24.10545,9.56990724845409,42.63506,9.19146660031401
"335","2017","VH3","30",2,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",8,20.04172,1.2526,0.04809,0.278073038,-3.48627,79.70926,9.39211934184647,76.22299,9.23711874609677
"336","2017","VH3","30",3,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",8,20.02738,1.25069,0.05351,0.330615559,8.12088,71.67716,9.31658517915299,79.79804,9.16305952473469
"337","2017","M1","8",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,20.05835,1.25294,0.04881,0.322650115,38.2848,19.73777,9.0113617120808,38.2848,9.00445265727049
"338","2017","M1","8",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,20.27982,1.26699,0.04427,0.344603368,28.06343,-18.00029,9.45859508390659,10.06314,9.34680237824205
"339","2017","M1","8",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,19.34658,1.20792,0.04165,0.341745632,-4.47345,36.55111,9.3045260294695,32.07766,9.11715039417427
"340","2017","M2","35",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,18.92222,1.18224,0.0491,0.24902791,11.43445,44.14344,8.93819745334234,55.57789,8.75766948723851
"341","2017","M2","35",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,19.80206,1.23724,0.05356,0.258053865,17.13003,41.23725,9.01572528694988,58.36729,8.9073288031563
"342","2017","M2","35",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,20.01004,1.25026,0.0531,0.311981679,26.76145,26.76467,9.22353815089005,53.52612,8.91072013489684
"343","2017","M3","34",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,18.53905,1.15801,0.03569,0.327160679,-7.38916,71.6109,8.65632836645726,64.22174,8.5142448061971
"344","2017","M3","34",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,18.21751,1.13821,0.03643,0.28507729,14.03749,40.88011,8.68210566264618,54.91761,8.88250570437861
"345","2017","M3","34",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,18.18955,1.13646,0.02721,0.217229513,5.7622,20.04608,8.8390142226654,25.80827,8.6602737549846
"346","2017","VL1","15",1,"Very Low",0,0,"Windward","Windward",8,21.1672,1.32461,0.06606,0.334367574,-4.33365,64.32564,9.15961214201492,59.99199,9.01408312973005
"347","2017","VL1","15",2,"Very Low",0,0,"Windward","Windward",8,21.34706,1.33354,0.06633,0.464019954,-13.95238,55.85606,9.5979135906334,41.90368,9.27551592769538
"348","2017","VL1","15",3,"Very Low",0,0,"Windward","Windward",8,21.07889,1.31702,0.07555,0.336762351,5.58298,30.62407,8.79689081169748,36.20706,8.82479955920352
"349","2017","VL3","19",1,"Very Low",0,0,"Windward","Windward",8,18.83212,1.17665,0.05259,0.296482803,-17.03112,54.4811,8.97050003541122,37.44998,8.95529749990763
"350","2017","VL3","19",2,"Very Low",0,0,"Windward","Windward",8,19.73879,1.23339,0.05949,0.366784718,-2.12629,76.75354,9.20162752512375,74.62724,9.06138724140779
"351","2017","VL3","19",3,"Very Low",0,0,"Windward","Windward",8,19.95068,1.24675,0.05566,0.385676061,-26.38852,57.29808,9.40874227134761,30.90956,9.29504474827662
"352","2017","VL3","5",1,"Very Low",0,0,"Leeward","South Shore",8,21.04629,1.31487,0.07035,0.352812641,-12.18105,36.49294,9.0550686416232,24.31188,8.96799925572364
"353","2017","VL3","5",2,"Very Low",0,0,"Leeward","South Shore",8,19.00386,1.18601,0.0445,0.330458511,-0.48524,13.45506,9.11367805528665,12.96981,9.04461167810356
"354","2017","VL3","5",3,"Very Low",0,0,"Leeward","South Shore",8,20.19694,1.26117,0.05403,0.324984898,3.3672,39.64218,9.1361550531082,43.00937,9.22941270433859
"355","2017","VL4","37",1,"Very Low",0,0,"Leeward","South Shore",8,19.94908,1.24652,0.04576,0.353200808,-23.68933,91.68273,9.52386396569676,67.9934,9.22202810247811
"356","2017","VL4","37",2,"Very Low",0,0,"Leeward","South Shore",8,18.57934,1.16098,0.04002,0.308051719,2.77801,43.59312,8.88945336680855,46.37113,8.67793144477086
"357","2017","VL4","37",3,"Very Low",0,0,"Leeward","South Shore",8,22.20634,1.38743,0.06838,0.451507467,-7.55393,94.81976,9.53892833775662,87.26583,9.56679528200923
"358","2019","VH1","27",1,"Very High",7276,85.2994724485445,"Leeward","Leeward",8,17.61167,1.10086,0.03298,0.220294711,4.23904,65.07078,8.80165112656871,69.30982,8.50286738369417
"359","2019","VH1","27",2,"Very High",7276,85.2994724485445,"Leeward","Leeward",8,18.02168,1.12595,0.03533,0.273213123,6.75962,59.31821,8.68809707140632,66.07782,8.82633563135334
"360","2019","VH1","27",3,"Very High",7276,85.2994724485445,"Leeward","Leeward",8,16.53689,1.03309,0.01676,0.200132569,1.26928,53.36077,8.35709243530844,54.63005,8.27248772810665
"361","2019","VH2","32",1,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",8,19.21333,1.19996,0.05135,0.29406385,1.50416,64.85006,9.01895056674116,66.35421,8.90004000286907
"362","2019","VH2","32",2,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",8,18.00463,1.12424,0.03701,0.216682347,2.04331,82.62462,8.86156871987349,84.66793,8.93837006056042
"363","2019","VH2","32",3,"Very High",4860.7457,69.7190483297069,"Leeward","Leeward",8,18.53266,1.15781,0.04305,0.411640257,3.36289,81.54453,9.42036310337219,84.90743,9.1845835654923
"364","2019","VH3","30",1,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",8,19.82179,1.23854,0.05871,0.30987059,7.15933,93.28683,9.32194376258571,100.44616,9.21032350173388
"365","2019","VH3","30",2,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",8,18.31531,1.14477,0.03788,0.291900046,-11.54642,113.76353,8.97404596763861,102.21711,8.9135571132206
"366","2019","VH3","30",3,"Very High",5085.68478,71.3139872675761,"Leeward","Leeward",8,20.02367,1.25057,0.05628,0.346477758,-8.01897,103.84456,9.24192841130142,95.8256,9.24723204357427
"367","2019","M1","8",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,19.14906,1.19592,0.04827,0.294184017,23.49679,31.16821,8.97981441299874,54.665,8.91766074130719
"368","2019","M1","8",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,18.93876,1.18293,0.04284,0.26197531,45.58713,-9.71348,9.04856349814581,35.87365,8.66244268214061
"369","2019","M1","8",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,18.95813,1.18366,0.03872,0.335162085,-6.06996,38.23999,9.42857211448356,32.17003,8.83203458202741
"370","2019","M2","35",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,19.00307,1.1872,0.04951,0.265808752,17.82476,58.94959,9.01849003481017,76.77435,8.89004067553656
"371","2019","M2","35",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,20.59048,1.2863,0.05811,0.302013184,23.61751,23.45675,9.22054133864529,47.07426,9.35514612855981
"372","2019","M2","35",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,21.8892,1.36774,0.07011,0.316183028,19.76598,42.29086,9.43036527624205,62.05684,9.37933688978632
"373","2019","M3","34",1,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,20.01288,1.2502,0.05383,0.32022313,-9.82214,94.80053,9.16918517174074,84.97839,9.27105271973282
"374","2019","M3","34",2,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,19.75749,1.23434,0.05088,0.315882273,18.22747,63.57657,9.08066490075104,81.80404,9.08808782309737
"375","2019","M3","34",3,"Medium",1212.82819,34.8256829078771,"Leeward","Leeward",8,19.25636,1.20306,0.04111,0.233753204,6.30418,53.72118,9.40920944104734,60.02536,9.07796712547004
"376","2019","VL3","5",1,"Very Low",0,0,"Leeward","South Shore",8,24.13875,1.50809,0.10053,0.393628297,-13.76699,74.7303,9.46006164816396,60.96331,9.65630295321723
"377","2019","VL3","5",2,"Very Low",0,0,"Leeward","South Shore",8,21.19449,1.32272,0.06504,0.310722747,0.48296,24.20339,9.38570402208144,24.68635,9.59659979761315
"378","2019","VL3","5",3,"Very Low",0,0,"Leeward","South Shore",8,19.29688,1.20484,0.05089,0.294708013,10.90453,19.47118,8.94152442464843,30.3757,8.72761538703895
"379","2019","VL4","37",1,"Very Low",0,0,"Leeward","South Shore",8,19.84915,1.24022,0.05345,0.414636198,-3.80322,98.36449,9.44418517110513,94.56127,9.35544205764343
"380","2019","VL4","37",2,"Very Low",0,0,"Leeward","South Shore",8,20.64093,1.28984,0.0584435,0.375274509,-4.8156,50.01137,9.54164088066579,45.19577,9.5420626105546
"381","2019","VL4","37",3,"Very Low",0,0,"Leeward","South Shore",8,21.82672,1.36336,0.07253,0.459514078,4.32292,99.55348,9.53258477870623,103.8764,9.4012550290189
