KI Date,Site,Observer,Transect,Species Code,Species,Size (cm),Number,"Sexual Phase (TP, IP, juv)",Time,Depth (m),Slope,Note,,KI Date,Site,Observer,Transect,Species Code,Species,Size (cm),Number,"Sexual Phase (TP, IP, juv)",Time,Depth,Slope,Note,,,
19_07_2019,25,KB,3,,Acanthurus olivaceus,16,60,,16:08,10.4,2,Strong Current for small fish segment of transect,,,,,,,,,,,,,,,,,Acanthurus guttatus
19_07_2019,25,KB,3,,Acanthurus leucochilus,22,2,,16:08,10.4,2,Strong Current for small fish segment of transect,,,,,,,,,,,,,,,,,Acanthurus lineatus
19_07_2019,25,KB,3,,Ctenochaetus marginatus,20,1,,16:08,10.4,2,Strong Current for small fish segment of transect,,,,,,,,,,,,,,,,,Acanthurus nigrofuscus
19_07_2019,25,KB,3,,Ctenochaetus striatus,23,2,,16:08,10.4,2,Strong Current for small fish segment of transect,,,,,,,,,,,,,,,,,Acanthurus nigroris
19_07_2019,25,KB,3,,Ctenochaetus striatus,14,3,,16:08,10.4,2,Strong Current for small fish segment of transect,,,,,,,,,,,,,,,,,Acanthurus nigricans
19_07_2019,25,KB,3,,Sufflamen bursa,15,1,,16:08,10.4,2,Strong Current for small fish segment of transect,,,,,,,,,,,,,,,,,Acanthurus pyroferus
19_07_2019,25,KB,3,,Parupeneus multifasciatus,23,1,,16:08,10.4,2,Strong Current for small fish segment of transect,,,,,,,,,,,,,,,,,Acanthurus triostegus
20_07_2019,1,KB,1,,Cephalopholis urodeta,11,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Acanthurus sp
20_07_2019,1,KB,1,,Lutjanus bohar,42,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Calotomus carolinus
20_07_2019,1,KB,1,,Lutjanus bohar,38,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Cetoscarus bicolor
20_07_2019,1,KB,1,,Lutjanus bohar,15,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Centropyge flavissima
20_07_2019,1,KB,1,,Lutjanus bohar,13,2,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Centropyge loricula
20_07_2019,1,KB,1,,Centropyge flavissima,8,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Chlorurus frontalis
20_07_2019,1,KB,1,,Chromis margaritifer,4,8,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Chlorurus microrhinos
20_07_2019,1,KB,1,,Chromis margaritifer,6,6,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Chlorurus sordidus
20_07_2019,1,KB,1,,Chromis vanderbilti,4,10,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Cirripectes auritus
20_07_2019,1,KB,1,,Chromis vanderbilti,6,23,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Cirripectes stigmaticus
20_07_2019,1,KB,1,,Stegastes aureus,7,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Cirripectes variolosus
20_07_2019,1,KB,1,,Gomphosus varius,8,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Cirripectes sp
20_07_2019,1,KB,1,,Gomphosus varius,6,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Hipposcarus longiceps
20_07_2019,1,KB,1,,Gomphosus varius,5,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Kyphosus bigibbus
20_07_2019,1,KB,1,,Halichoeres ornatissimus,7,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Kyphosus cinerascens
20_07_2019,1,KB,1,,Pseudocheilinus octotaenia,8,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Kyphosus vaigiensis
20_07_2019,1,KB,1,,Pseudocheilinus octotaenia,6,2,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Kyphosus sp
20_07_2019,1,KB,1,,Thalassoma amblycephalum,4,10,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Leptoscarus vaigiensis
20_07_2019,1,KB,1,,Chlorurus sordidus,35,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Naso lituratus
20_07_2019,1,KB,1,,Chlorurus sordidus,24,1,TP,8:33,11.4,2,,,,,,,,,,,,,,,,,,Naso unicornis
20_07_2019,1,KB,1,,Chlorurus sordidus,16,1,IP,8:33,11.4,2,,,,,,,,,,,,,,,,,,Scarus altipinnis
20_07_2019,1,KB,1,,Scarus rubroviolaceus,27,1,IP,8:33,11.4,2,,,,,,,,,,,,,,,,,,Scarus festivus
20_07_2019,1,KB,1,,Scarus rubroviolaceus,25,1,IP,8:33,11.4,2,,,,,,,,,,,,,,,,,,Scarus forsteni
20_07_2019,1,KB,1,,Scarus globiceps,22,1,IP,8:33,11.4,2,,,,,,,,,,,,,,,,,,
20_07_2019,1,KB,1,,Scarus globiceps,19,1,IP,8:33,11.4,2,,,,,,,,,,,,,,,,,,Scarus frenatus
20_07_2019,1,KB,1,,Acanthurus nigricans,21,1,TP,8:33,11.4,2,,,,,,,,,,,,,,,,,,Scarus ghobban
20_07_2019,1,KB,1,,Acanthurus nigricans,14,6,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Scarus globiceps
20_07_2019,1,KB,1,,Acanthurus nigricans,12,2,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Scarus niger
20_07_2019,1,KB,1,,Acanthurus nigricans,18,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Scarus oviceps
20_07_2019,1,KB,1,,Acanthurus nigricauda,23,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Scarus psittacus
20_07_2019,1,KB,1,,Acanthurus nigrofuscus,12,4,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Scarus rubroviolaceus
20_07_2019,1,KB,1,,Ctenochaetus cyanocheilus,12,4,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Scarus spinus
20_07_2019,1,KB,1,,Ctenochaetus marginatus,24,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Scarus tricolor
20_07_2019,1,KB,1,,Ctenochaetus striatus,20,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Scarus sp
20_07_2019,1,KB,1,,Ctenochaetus striatus,17,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Stegastes aureus
20_07_2019,1,KB,1,,Ctenochaetus striatus,13,3,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Stegastes fasciolatus
20_07_2019,1,KB,1,,Ctenochaetus striatus,12,14,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Stegastes nigricans
20_07_2019,1,KB,1,,Parupeneus insularis,12,2,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Zebrasoma rostratum
20_07_2019,1,KB,1,,Parupeneus cyclostomus,16,1,,8:33,11.4,2,,,,,,,,,,,,,,,,,,Zebrasoma scopas
20_07_2019,1,KB,2,,Cephalopholis urodeta,8,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Zebrasoma veliferum
20_07_2019,1,KB,2,,Lutjanus bohar,25,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Acanthurus maculiceps
20_07_2019,1,KB,2,,Lutjanus bohar,30,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Acanthurus nigricauda
20_07_2019,1,KB,2,,Lutjanus monostigma,33,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,NA
20_07_2019,1,KB,2,,Variola louti,45,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Abudefduf viagiensis
20_07_2019,1,KB,2,,Variola louti,65,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Aluterus scripta
20_07_2019,1,KB,2,,Pterocaesio tile,15,190,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Amanses scopas
20_07_2019,1,KB,2,,Centropyge flavissima,14,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Apolemichthys xanthopunctatus
20_07_2019,1,KB,2,,Centropyge flavissima,12,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Cantherhines dumerilii
20_07_2019,1,KB,2,,Chromis vanderbilti,5,35,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Cantherhines pardalis
20_07_2019,1,KB,2,,Chromis vanderbilti,4,40,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Cantherhines sandwichiensis
20_07_2019,1,KB,2,,Stegastes aureus,8,4,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Ostracion meleagris
20_07_2019,1,KB,2,,Stegastes fasciolatus,9,2,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Pervagor aspricauda
20_07_2019,1,KB,2,,Stegastes fasciolatus,7,2,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Pervagor sp
20_07_2019,1,KB,2,,Cheilinus undulatus,68,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Plectroglyphidodon dickii
20_07_2019,1,KB,2,,Cirrhilabrus exquisitus,9,2,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Platax orbicularis
20_07_2019,1,KB,2,,Gomphosus varius,21,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Plectroglyphidodon phoenixensis
20_07_2019,1,KB,2,,Gomphosus varius,13,2,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Antennarius sp
20_07_2019,1,KB,2,,Gomphosus varius,11,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Aphareus furca
20_07_2019,1,KB,2,,Gomphosus varius,16,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Bothus mancus
20_07_2019,1,KB,2,,Gomphosus varius,9,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Cephalopholis leopardus
20_07_2019,1,KB,2,,Pseudocheilinus tetrataenia,9,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Cephalopholis urodeta
20_07_2019,1,KB,2,,Pseudocheilinus tetrataenia,7,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Epinephelus fasciatus
20_07_2019,1,KB,2,,Acanthurus nigricans,13,3,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Epinephelus hexagonatus
20_07_2019,1,KB,2,,Ctenochaetus cyanocheilus,10,6,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Epinephelus howlandi
20_07_2019,1,KB,2,,Ctenochaetus cyanocheilus,12,3,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Epinephelus maculatus
20_07_2019,1,KB,2,,Ctenochaetus marginatus,26,2,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Epinephelus melanostigma
20_07_2019,1,KB,2,,Ctenochaetus marginatus,22,2,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Epinephelus retouti
20_07_2019,1,KB,2,,Ctenochaetus marginatus,14,4,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Epinephelus spilotoceps
20_07_2019,1,KB,2,,Ctenochaetus marginatus,18,2,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Gracila albomarginata
20_07_2019,1,KB,2,,Zebrasoma veliferum,29,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Gymnothorax breedeni
20_07_2019,1,KB,2,,Aprion virescens,51,1,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Gymnothorax flavimarginatus
20_07_2019,1,KB,2,,Pempheris oualensis,16,2,,8:49,10.8,2,,,,,,,,,,,,,,,,,,Gymnothorax meleagris
20_07_2019,1,KB,3,,Cephalopholis urodeta,15,1,,9:04,10,2,,,,,,,,,,,,,,,,,,Gymnothorax monostigma
20_07_2019,1,KB,3,,Paracirrhites hemistictus,16,1,,9:04,10,2,,,,,,,,,,,,,,,,,,Gymnothorax undulatus
20_07_2019,1,KB,3,,Caranx melampygus,54,1,,9:04,10,2,,,,,,,,,,,,,,,,,,Gymnothorax sp
20_07_2019,1,KB,3,,Lutjanus bohar,22,1,,9:04,10,2,,,,,,,,,,,,,,,,,,Lethrinus rubrioperculatus
20_07_2019,1,KB,3,,Lutjanus bohar,24,1,,9:04,10,2,,,,,,,,,,,,,,,,,,Lethrinus sp
20_07_2019,1,KB,3,,Gnathodentex aureolineatus,28,1,,9:04,10,2,,,,,,,,,,,,,,,,,,Lutjanus fulvus
20_07_2019,1,KB,3,,Gnathodentex aureolineatus,24,4,,9:04,10,2,,,,,,,,,,,,,,,,,,Lutjanus gibbus
20_07_2019,1,KB,3,,Cirripectes variolosus,6,1,,9:04,10,2,,,,,,,,,,,,,,,,,,Lutjanus kasmira
20_07_2019,1,KB,3,,Oxycheilinus diagrammus,20,1,,9:04,10,2,,,,,,,,,,,,,,,,,,Oxycheilinus diagrammus
20_07_2019,1,KB,3,,Chromis margaritifer,4,5,,9:04,10,2,,,,,,,,,,,,,,,,,,Oxycheilinus unifasciatus
20_07_2019,1,KB,3,,Chromis vanderbilti,5,46,,9:04,10,2,,,,,,,,,,,,,,,,,,Paracirrhites forsteri
20_07_2019,1,KB,3,,Stegastes aureus,7,2,,9:04,10,2,,,,,,,,,,,,,,,,,,Paracirrhites hemistictus
20_07_2019,1,KB,3,,Stegastes fasciolatus,8,1,,9:04,10,2,,,,,,,,,,,,,,,,,,Pterois antennata
20_07_2019,1,KB,3,,Stegastes fasciolatus,7,3,,9:04,10,2,,,,,,,,,,,,,,,,,,Pterois radiata
20_07_2019,1,KB,3,,Cirrhilabrus exquisitus,7,4,,9:04,10,2,,,,,,,,,,,,,,,,,,Pterois volitans
20_07_2019,1,KB,3,,Gomphosus varius,8,1,,9:04,10,2,,,,,,,,,,,,,,,,,,Sphyraena helleri
20_07_2019,1,KB,3,,Halichoeres hortulanus,7,1,,9:04,10,2,,,,,,,,,,,,,,,,,,Synodus binotatus
20_07_2019,1,KB,3,,Halichoeres hortulanus,13,1,,9:04,10,2,,,,,,,,,,,,,,,,,,Synodus dermatogenys
20_07_2019,1,KB,3,,Halichoeres ornatissimus,21,1,,9:04,10,2,,,,,,,,,,,,,,,,,,Synodus jaculum
20_07_2019,1,KB,3,,Pseudocheilinus tetrataenia,8,1,,9:04,10,2,,,,,,,,,,,,,,,,,,Synodus variegatus
20_07_2019,1,KB,3,,Thalassoma amblycephalum,4,30,,9:04,10,2,,,,,,,,,,,,,,,,,,Synanceia verrucosa
20_07_2019,1,KB,3,,Scarus oviceps,27,1,TP,9:04,10,2,,,,,,,,,,,,,,,,,,Synodus sp
20_07_2019,1,KB,3,,Chlorurus sordidus,24,1,TP,9:04,10,2,,,,,,,,,,,,,,,,,,Acanthurus albipectoralis
20_07_2019,1,KB,3,,Acanthurus nigricans,28,1,,9:04,10,2,,,,,,,,,,,,,,,,,,Acanthurus thompsoni
20_07_2019,1,KB,3,,Acanthurus nigricans,24,3,,9:04,10,2,,,,,,,,,,,,,,,,,,apogonid sp
20_07_2019,1,KB,3,,Acanthurus nigricans,20,2,,9:04,10,2,,,,,,,,,,,,,,,,,,Aspidontus dussumieri
20_07_2019,1,KB,3,,Acanthurus nigricans,14,3,,9:04,10,2,,,,,,,,,,,,,,,,,,Aspidontus taeniatus
20_07_2019,1,KB,3,,Acanthurus nigricans,12,2,,9:04,10,2,,,,,,,,,,,,,,,,,,Caesio sp.
20_07_2019,1,KB,3,,Ctenochaetus cyanocheilus,12,4,,9:04,10,2,,,,,,,,,,,,,,,,,,Caesio teres
20_07_2019,1,KB,3,,Ctenochaetus striatus,26,3,,9:04,10,2,,,,,,,,,,,,,,,,,,Chromis acares
20_07_2019,1,KB,3,,Ctenochaetus striatus,18,6,,9:04,10,2,,,,,,,,,,,,,,,,,,Chromis agilis
20_07_2019,1,KB,3,,Parupeneus multifasciatus,16,4,,9:04,10,2,,,,,,,,,,,,,,,,,,Chanos chanos
20_07_2019,1,KB,3,,Pempheris oualensis,16,3,,9:04,10,2,,,,,,,,,,,,,,,,,,Chaetodon kleinii
21_07_2019,37,KB,1,,Gymnothorax meleagris,48,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Chromis lepidolepis
21_07_2019,37,KB,1,,Cephalophoilis argus ,41,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Chromis margaritifer
21_07_2019,37,KB,1,,Cephalopholis urodeta,12,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Chromis atripes
21_07_2019,37,KB,1,,Pseudanthias olivaceus,7,85,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Chromis vanderbilti
21_07_2019,37,KB,1,,Lutjanus bohar,29,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Chromis weberi
21_07_2019,37,KB,1,,Lutjanus gibbus,26,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Chromis xanthura
21_07_2019,37,KB,1,,Lutjanus gibbus,28,4,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Cirrhilabrus exquisitus
21_07_2019,37,KB,1,,Lutjanus gibbus,22,2,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Dascyllus auripinnis
21_07_2019,37,KB,1,,Aphareus furca,22,2,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Decapterus macarellus
21_07_2019,37,KB,1,,Aphareus furca,19,2,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Heniochus acuminatus
21_07_2019,37,KB,1,,Centropyge flavissima,8,2,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Hemitaurichthys thompsoni
21_07_2019,37,KB,1,,Centropyge loricula,7,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Lepidozygus tapeinosoma
21_07_2019,37,KB,1,,Chromis acares ,4,10,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Luzonichthys whitleyi
21_07_2019,37,KB,1,,Chromis margaritifer,4,45,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Manta birostris
21_07_2019,37,KB,1,,Chromis margaritifer,6,4,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Meiacanthus atrodorsalis
21_07_2019,37,KB,1,,Chomis vanderbilti ,4,74,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Melichthys niger
21_07_2019,37,KB,1,,Chomis vanderbilti ,6,20,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Myripristis adusta
21_07_2019,37,KB,1,,Chromis xanthura,14,3,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Myripristis amaena
21_07_2019,37,KB,1,,Stegastes aureus,7,5,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Myripristis berndti
21_07_2019,37,KB,1,,Cirrihilabrus exquisitus,8,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Myripristis earlei
21_07_2019,37,KB,1,,Halichoeres ornatissimus,9,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Myripristis kuntee
21_07_2019,37,KB,1,,Hemigymnus fasciatus,24,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Myripristis murdjan
21_07_2019,37,KB,1,,Labroides dimidiatus,9,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Naso annulatus
21_07_2019,37,KB,1,,Labroides dimidiatus,12,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Naso brevirostris
21_07_2019,37,KB,1,,Labroides rubrolabiatus,7,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Naso hexacanthus
21_07_2019,37,KB,1,,Labroides rubrolabiatus,6,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Naso vlamingii
21_07_2019,37,KB,1,,Pseudocheilinus tetrataenia,8,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Nematoeleotris magnifica
21_07_2019,37,KB,1,,Thalassoma amblycephalum,4,38,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Odonus niger
21_07_2019,37,KB,1,,Thalassoma amblycephalum,8,3,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Ostorhinchus angustatus
21_07_2019,37,KB,1,,Labroides dimidiatus,5,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Ostorhinchus apogonides
21_07_2019,37,KB,1,,Labroides dimidiatus,3,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Paracanthurus hepatus
21_07_2019,37,KB,1,,Scarus rubroviolaceus,30,1,IP,8:26,9.6,2,,,,,,,,,,,,,,,,,,Pempheris oualensis
21_07_2019,37,KB,1,,Scarus oviceps,32,1,TP,8:26,9.6,2,,,,,,,,,,,,,,,,,,Plagiotremus rhinorhynchos
21_07_2019,37,KB,1,,Scarus oviceps,44,1,TP,8:26,9.6,2,,,,,,,,,,,,,,,,,,Plagiotremus tapeinosoma
21_07_2019,37,KB,1,,Scarus tricolor,26,1,IP,8:26,9.6,2,,,,,,,,,,,,,,,,,,Plagiotremis sp.
21_07_2019,37,KB,1,,Acanthurus nigricans,15,3,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Pomacentrus coelestis
21_07_2019,37,KB,1,,Ctenochaetus cyanocheilus,12,3,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Priacanthus hamrur
21_07_2019,37,KB,1,,Ctenochaetus cyanocheilus,14,2,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Pseudanthias bartlettorum
21_07_2019,37,KB,1,,Ctenochaetus striatus,10,2,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Pseudanthias cooperi
21_07_2019,37,KB,1,,Ctenochaetus striatus,14,3,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Pseudanthias dispar
21_07_2019,37,KB,1,,Parupeneus insularis,24,1,,8:26,9.6,2,,,,,,,,,,,,,,,,,,Pseudocoris heteroptera
21_07_2019,37,KB,2,,Cephalopholis argus,32,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Pseudanthias olivaceus
21_07_2019,37,KB,2,,Cephalopholis argus,19,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Pseudocheilinus tetrataenia
21_07_2019,37,KB,2,,Cephalopholis urodeta,10,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Pseudanthias sp
21_07_2019,37,KB,2,,Pseudanthias olivaceus,8,45,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Pterocaesio lativittata
21_07_2019,37,KB,2,,Lutjanus gibbus,27,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Pterocaesio sp.
21_07_2019,37,KB,2,,Chaetodon auriga,16,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Ptereleotris evides
21_07_2019,37,KB,2,,Chaetodon ornatissimus,18,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Ptereleotris heteroptera
21_07_2019,37,KB,2,,Chromis margaritifer,4,5,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Pterocaesio lativittata
21_07_2019,37,KB,2,,Chromis margaritifer,6,5,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Ptereleotris magnifica
21_07_2019,37,KB,2,,Chromis vanderbilti,4,90,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Ptereleotris microlepis
21_07_2019,37,KB,2,,Chromis vanderbilti,6,5,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Pterocaesio tile
21_07_2019,37,KB,2,,Stegastes aureus,12,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Ptereleotris zebra
21_07_2019,37,KB,2,,Stegastes aureus,8,3,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Ptereleotris sp
21_07_2019,37,KB,2,,Gomphosus varius,6,2,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Thalassoma amblycephalum
21_07_2019,37,KB,2,,Halichoeres ornatissimus,8,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Xanthichthys auromarginatus
21_07_2019,37,KB,2,,Halichoeres ornatissimus,3,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Xanthichthys caeruleolineatus
21_07_2019,37,KB,2,,Labroides dimidiatus,10,3,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Eviota cometa
21_07_2019,37,KB,2,,Labroides dimidiatus,5,2,,8:40,9.6,2,,,,,,,,,,,,,,,,,,URCHIN
21_07_2019,37,KB,2,,Oxycheilinus unifasciatus,17,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,TURF
21_07_2019,37,KB,2,,Pseudocheilinus octotaenia,9,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Halimedia
21_07_2019,37,KB,2,,Pseudocheilinus tetrataenia,7,4,,8:40,9.6,2,,,,,,,,,,,,,,,,,,"Halimedia, small"
21_07_2019,37,KB,2,,Stethojulis bandanensis,12,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,"Halimedia, large"
21_07_2019,37,KB,2,,Thalassoma amblycephalum,4,70,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Caulerpa
21_07_2019,37,KB,2,,Chlorurus sordidus,22,1,IP,8:40,9.6,2,,,,,,,,,,,,,,,,,,Filter-53um
21_07_2019,37,KB,2,,Scarus rubroviolaceus,20,1,IP,8:40,9.6,2,,,,,,,,,,,,,,,,,,Filter-100um
21_07_2019,37,KB,2,,Acanthurus nigricans,18,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,Filter-POM
21_07_2019,37,KB,2,,Ctenochaetus striatus,19,3,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Ctenochaetus striatus,14,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Ctenochaetus cyanocheilus,14,4,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Zebrasoma veliferum,34,2,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Chromis margaritifer,6,5,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Chromis vanderbilti,4,90,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Chromis vanderbilti,6,5,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Stegastes aureus,12,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Stegastes aureus,8,3,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Gomphosus varius,6,2,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Halichoeres ornatissimus,8,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Halichoeres ornatissimus,3,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Labroides dimidiatus,10,3,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Labroides dimidiatus,5,2,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Oxycheilinus unifasciatus,17,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Pseudocheilinus octotaenia,9,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Pseudocheilinus tetrataenia,7,4,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Stethojulis bandanensis,12,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Thalassoma amblycephalum,4,70,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Chlorurus sordidus,22,1,IP,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Scarus rubroviolaceus,20,1,IP,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Acanthurus nigricans,18,1,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
21_07_2019,37,KB,2,,Ctenochaetus striatus,19,3,,8:40,9.6,2,,,,,,,,,,,,,,,,,,
